symbol,baseAsset,quoteAsset,openPrice,lowPrice,highPrice,lastPrice,volume,bidPrice,askPrice,at
rvnusdt,rvn,usdt,0.01992,0.01833,0.01992,0.01881,33626,0.01875,0.0191,1719240919000
xmrusdt,xmr,usdt,167.23,161.59,167.23,163.97,0.256,159.11,164.47,1719240919000
atomusdt,atom,usdt,6.835,6.467,6.835,6.467,62.129999999999995,6.622,6.74,1719240919000
algousdt,algo,usdt,0.133,0.129,0.133,0.129,22796.311,0.13,0.134,1719240919000
linkusdt,link,usdt,13.6411,12.948,13.6411,13.6,610.86,13.2472,13.4209,1719240919000
qtumusdt,qtum,usdt,2.52,2.467,2.52,2.467,4.767,2.43,2.467,1719240919000
etcusdt,etc,usdt,23.1209,22.426,23.1209,22.7115,278.50999999999993,22.2918,22.702,1719240919000
iotausdt,iota,usdt,0.1778,0.1649,0.178,0.1649,245.84,0.1684,0.1719,1719240919000
zecusdt,zec,usdt,20.43499,19.58,20.43499,19.616,66.346,19.237,19.58,1719240919000
wavesusdt,waves,usdt,1.0548,0.8773,1.0548,0.8853,907.93,0.8836,0.9122,1719240919000
ftmusdt,ftm,usdt,0.59994,0.53011,0.6,0.6,462.7,0.53011,0.60997,1719240919000
enjusdt,enj,usdt,0.1941,0.1825,0.1946,0.1904,24160.199999999997,0.1898,0.1963,1719240919000
lskusdt,lsk,usdt,1.01,1.01,1.0387,1.01,0,0.9745,0.9985,1719240919000
steemusdt,steem,usdt,0.1992,0.1833,0.1992,0.1833,21.8,0.1868,0.1922,1719240919000
xvgusdt,xvg,usdt,0.00415,0.00382,0.00417,0.00405,37047,0.00401,0.00431,1719240919000
loomusdt,loom,usdt,0.07685,0.07474,0.07685,0.07474,267,0.053,0.07411,1719240919000
manausdt,mana,usdt,0.33062,0.313,0.33062,0.32134,2969.1,0.31909,0.32833,1719240919000
blzusdt,blz,usdt,0.24,0.21096,0.24,0.21096,200,0.21,0.27979,1719240919000
scusdt,sc,usdt,0.00445,0.00426,0.00458,0.00426,58526,0.00416,0.00426,1719240919000
xemusdt,xem,usdt,0.0142,0.0131,0.0142,0.0134,92155,0.0134,0.014,1719240919000
btsusdt,bts,usdt,0.00269,0.00227,0.00269,0.00232,25035,0.00231,0.00249,1719240919000
ardrusdt,ardr,usdt,0.067,0.0633,0.067,0.0633,49,0.0622,0.0651,1719240919000
winusdt,win,usdt,0.0000885,0.0000835,0.0000891,0.0000848,23624760,0.0000848,0.0000865,1719240919000
bnbusdt,bnb,usdt,600,545.0,604.9999,579.9999,3.3390000000000004,520.5411,579.9997,1719240919000
chzusdt,chz,usdt,0.092232,0.0711,0.092232,0.0711,122,0.070007,0.085,1719240919000
wrxusdt,wrx,usdt,0.15291,0.14166,0.15826,0.14698,5181.999999999999,0.14204,0.14698,1719240919000
kavausdt,kava,usdt,0.4578,0.4471,0.4786,0.4592,60.75,0.45,0.4583,1719240919000
ankrusdt,ankr,usdt,0.0281,0.026062,0.037282,0.037279,909,0.026802,0.036,1719240919000
oneusdt,one,usdt,0.0152,0.01434,0.01544,0.01434,13801,0.01452,0.01494,1719240919000
ognusdt,ogn,usdt,0.1289,0.1155,0.1289,0.1244,35.08,0.0909,0.1243,1719240919000
hiveusdt,hive,usdt,0.237,0.2165,0.237,0.2165,764,0.2212,0.2341,1719240919000
fttusdt,ftt,usdt,1.44,1.38,1.464,1.439,357.612,1.403,1.44,1719240919000
bandusdt,band,usdt,1.5877,1.5877,1.5877,1.5877,0,1.0516,1.5794,1719240919000
jstusdt,jst,usdt,0.02734,0.02722,0.02734,0.02722,90,0.02687,0.02736,1719240919000
ctsiusdt,ctsi,usdt,0.14584,0.14584,0.14584,0.14584,0,0.14628,0.22083,1719240919000
chrusdt,chr,usdt,0.28,0.2186,0.28,0.2186,457,0.21,0.26497,1719240919000
stxusdt,stx,usdt,1.6684,1.5,1.6684,1.5692,221.13000000000002,1.5347,1.555,1719240919000
stmxusdt,stmx,usdt,0.005739,0.0044,0.005739,0.0044,22839,0.004401,0.005539,1719240919000
mdtusdt,mdt,usdt,0.0683,0.06,0.0683,0.06,66,0.05032,0.06,1719240919000
lrcusdt,lrc,usdt,0.162,0.162,0.162,0.162,0,0.162,0.1979,1719240919000
dogeusdt,doge,usdt,0.12279,0.11718,0.1253624,0.11802,20436,0.11726,0.11761,1719240919000
neousdt,neo,usdt,11.294,10.665,11.294,10.765,117.49499999999999,10.817,11.005,1719240919000
hbarusdt,hbar,usdt,0.08002,0.07449,0.09195,0.07538,63839.799999999996,0.07507,0.07644,1719240919000
storjusdt,storj,usdt,0.3551,0.3551,0.36,0.36,25,0.3551,0.4577,1719240919000
compusdt,comp,usdt,48.01,48.0,48.01,48.0,21.279,48.0,59.8,1719240919000
cotiusdt,coti,usdt,0.091,0.088,0.091,0.088,4021.3,0.088,0.11527,1719240919000
dgbusdt,dgb,usdt,0.00799,0.00758,0.00799,0.00777,41948,0.00772,0.00793,1719240919000
snxusdt,snx,usdt,2.056,1.918,2.056,1.918,2,1.922,1.959,1719240919000
renusdt,ren,usdt,0.04712,0.04712,0.04712,0.04712,0,0.04425,0.04539,1719240919000
sxpusdt,sxp,usdt,0.2565,0.2428,0.2565,0.2457,1577.79,0.2421,0.2471,1719240919000
mkrusdt,mkr,usdt,3052,2222.0,3052.0,2222.0,0.0135,2100.01,3042.0,1719240919000
avausdt,ava,usdt,0.7998,0.7998,0.7998,0.7998,0,0.585,0.7934,1719240919000
balusdt,bal,usdt,3.6,3.6,3.6,3.6,0,2.808,3.699,1719240919000
srmusdt,srm,usdt,0.05206,0.05205,0.05206,0.05205,169.26999999999998,0.05091,0.06828,1719240919000
egldusdt,egld,usdt,28.872,27.37,29.49,27.4,26.628999999999998,27.96,28.63,1719240919000
cosusdt,cos,usdt,0.00742,0.00742,0.01051,0.00772,1193.8,0.00772,0.01018,1719240919000
dotusdt,dot,usdt,5.8224,5.5,5.8224,5.7393,655.9199999999998,5.6029,5.7056,1719240919000
yfiusdt,yfi,usdt,7299.17,5500.0,7299.17,7298.98,0.001469,5500.0,7297.47,1719240919000
iotxusdt,iotx,usdt,0.04182,0.03854,0.0428,0.03951,21432,0.03939,0.0398,1719240919000
sandusdt,sand,usdt,0.34,0.31023,0.372,0.339999,1786,0.31046,0.339999,1719240919000
uniusdt,uni,usdt,10.9998,8.631,10.9998,8.631,29.15,8.5,10.9779,1719240919000
datausdt,data,usdt,0.043,0.043,0.043,0.043,0,0.04119,0.054,1719240919000
paxgusdt,paxg,usdt,2335.2,2292.75,2335.2,2296.43,0.023710000000000002,2297.42,2335.57,1719240919000
creamusdt,cream,usdt,75.389,70.0,76.0,70.0,24.930999999999997,61.069,74.899,1719240919000
umausdt,uma,usdt,2.5,2.5,2.5,2.5,0,2.069,3.739,1719240919000
ksmusdt,ksm,usdt,24.4,22.85,24.4,22.85,53.379000000000005,22.86,23.14,1719240919000
trbusdt,trb,usdt,119.999,93.009,119.999,94.246,5.585999999999999,93.815,95.014,1719240919000
adxusdt,adx,usdt,0.1896,0.1896,0.1896,0.1896,0,0.1501,0.1889,1719240919000
aaveusdt,aave,usdt,85.999,85.999,85.999,85.999,0.093,78.0,85.999,1719240919000
filusdt,fil,usdt,4.475,4.0638,4.475,4.151,303.29100000000005,4.3063,4.4203,1719240919000
crvusdt,crv,usdt,0.35,0.35,0.35,0.35,0,0.293,0.387,1719240919000
nearusdt,near,usdt,5.3885,5.1815,5.505,5.2493,1466.7649999999999,5.1969,5.2683,1719240919000
hntusdt,hnt,usdt,3.463,3.174,3.463,3.206,538.861,3.218,3.262,1719240919000
avaxusdt,avax,usdt,24.613,24.441,25.6,24.685,81.96000000000001,24.177,24.679,1719240919000
oxtusdt,oxt,usdt,0.0826,0.0826,0.0826,0.0826,2191.87,0.0805,0.1041,1719240919000
dockusdt,dock,usdt,0.019248,0.01902,0.019704,0.019381,19707,0.019541,0.021503,1719240919000
duskusdt,dusk,usdt,0.3899,0.3899,0.4196,0.3899,0,0.2888,0.385,1719240919000
injusdt,inj,usdt,23.9999,23.9798,23.9999,23.9798,8.34,18.502,23.9698,1719240919000
vetusdt,vet,usdt,0.0254,0.0243,0.02613,0.02479,86875,0.02458,0.02498,1719240919000
mtlusdt,mtl,usdt,1.2807,1.1622,1.5232,1.3822,6983.82,1.4361,1.4649,1719240919000
frontusdt,front,usdt,0.899,0.81,0.9105,0.81,667.11,0.808,1.0998,1719240919000
glmusdt,glm,usdt,0.35,0.35,0.35,0.35,152,0.33,0.5189,1719240919000
sushiusdt,sushi,usdt,0.822,0.779,0.822,0.779,13.001000000000001,0.788,0.803,1719240919000
firousdt,firo,usdt,1.118,1.118,1.48,1.477,14.990000000000002,1.125,1.469,1719240919000
dexeusdt,dexe,usdt,12.85,12.842,12.85,12.842,5.6,10.001,12.842,1719240919000
grtusdt,grt,usdt,0.2173,0.1989,0.2176,0.1989,4159,0.2066,0.2098,1719240919000
bntusdt,bnt,usdt,0.656,0.656,0.656,0.656,0,0.626,0.64,1719240919000
rsrusdt,rsr,usdt,0.0069,0.005127,0.0069,0.005127,5620.8,0.005126,0.005998,1719240919000
1inchusdt,1inch,usdt,0.3744,0.3744,0.4671,0.3751,255.86,0.3751,0.4648,1719240919000
uftusdt,uft,usdt,0.2702,0.2702,0.2806,0.2806,135,0.2806,0.3815,1719240919000
pundixusdt,pundix,usdt,0.39,0.36,0.39,0.36,821.9899999999999,0.35,0.37,1719240919000
ckbusdt,ckb,usdt,0.01094,0.010098,0.01094,0.010455,103395,0.010239,0.010403,1719240919000
vibusdt,vib,usdt,0.08,0.08,0.08,0.08,0,0.0728,0.09395,1719240919000
tkousdt,tko,usdt,0.355,0.355,0.355,0.355,0,0.3032,0.4369,1719240919000
pushusdt,push,usdt,0.1587,0.1517,0.1655,0.1655,128.09,0.1461,0.1604,1719240919000
cvcusdt,cvc,usdt,0.10124,0.10101,0.10124,0.10101,74,0.10101,0.14979,1719240919000
cakeusdt,cake,usdt,2.226,2.052,2.235,2.052,140.332,2.074,2.131,1719240919000
kmdusdt,kmd,usdt,0.3516,0.3308,0.3535,0.3308,161.26,0.3335,0.3392,1719240919000
solusdt,sol,usdt,133.539,124.0,133.539,129.374,237.50099999999998,127.439,128.475,1719240919000
shibusdt,shib,usdt,0.0000179,0.00001643,0.00001795,0.00001676,606986304,0.00001671,0.00001694,1719240919000
rlcusdt,rlc,usdt,2.1321,2.006,2.1321,2.006,1.37,2.0221,2.0532,1719240919000
reefusdt,reef,usdt,0.001406,0.001342,0.001406,0.001353,32135,0.001353,0.001421,1719240919000
icpusdt,icp,usdt,8.1,7.777,8.231,7.943,424.45,7.69,7.934,1719240919000
ontusdt,ont,usdt,0.2074,0.2,0.4306,0.2032,540.32,0.1999,0.2035,1719240919000
xvsusdt,xvs,usdt,6.5,6.5,6.5,6.5,0,5.139,9.88,1719240919000
viteusdt,vite,usdt,0.01675,0.0155,0.01675,0.0155,1763.48,0.0108,0.02169,1719240919000
dcrusdt,dcr,usdt,15.23,14.7,15.23,14.7,5.166,14.84,15.19,1719240919000
mdxusdt,mdx,usdt,0.0391,0.039,0.0392,0.039,1090.7199999999998,0.0381,0.0432,1719240919000
phausdt,pha,usdt,0.1276,0.1144,0.1276,0.1192,40438.270000000004,0.1157,0.1183,1719240919000
runeusdt,rune,usdt,4.199,3.977,4.225,4.103,680.3879999999999,3.964,4.069,1719240919000
nknusdt,nkn,usdt,0.0829,0.0767,0.0829,0.0769,1199.8000000000002,0.0767,0.0786,1719240919000
axsusdt,axs,usdt,6.116,5.828,6.116,5.871,3.79,5.785,5.919,1719240919000
alphausdt,alpha,usdt,0.0808,0.0779,0.0808,0.0779,244.42000000000002,0.0777,0.0794,1719240919000
aliceusdt,alice,usdt,1.3999,1.0322,1.3999,1.3,456.95000000000005,1.033,1.3537,1719240919000
klayusdt,klay,usdt,0.1577,0.1577,0.1602,0.1577,0,0.1498,0.154,1719240919000
xecusdt,xec,usdt,0.00003235,0.00002941,0.00003235,0.00003087,74100464,0.00003035,0.00003076,1719240919000
perpusdt,perp,usdt,0.68706,0.68706,0.68706,0.68706,0,0.70077,0.97,1719240919000
qntusdt,qnt,usdt,77.3,74.6,77.3,74.6,0.055,73.4,75.5,1719240919000
flowusdt,flow,usdt,1.344,1.339,1.353,1.339,2.09,0.9,1.335,1719240919000
vgxusdt,vgx,usdt,0.071,0.071,0.071,0.071,96,0.07,0.078,1719240919000
arusdt,ar,usdt,27.332,26.362,27.332,26.828,43.85999999999999,26.197,26.518,1719240919000
dodousdt,dodo,usdt,0.138,0.12,0.138,0.12,1004.384,0.122,0.124,1719240919000
minausdt,mina,usdt,0.61,0.52,0.9,0.53,3633.7,0.52,0.535,1719240919000
clvusdt,clv,usdt,0.06479,0.04733,0.06479,0.04733,411,0.04733,0.06299,1719240919000
bakeusdt,bake,usdt,0.335,0.3,0.4381,0.3,614.1,0.2674,0.4096,1719240919000
alpacausdt,alpaca,usdt,0.1471,0.106,0.1669,0.1669,234.7,0.1061,0.149,1719240919000
gnousdt,gno,usdt,341.9,341.9,341.9,341.9,0,236.6,341.7,1719240919000
tlmusdt,tlm,usdt,0.01276,0.01208,0.01276,0.01208,44682,0.01194,0.01219,1719240919000
audiousdt,audio,usdt,0.186,0.1408,0.186,0.1408,23.5,0.1409,0.1813,1719240919000
sklusdt,skl,usdt,0.06839,0.04698,0.06839,0.06489,450,0.0461,0.0649,1719240919000
mboxusdt,mbox,usdt,0.229,0.22,0.229,0.22,180.8,0.21,0.264,1719240919000
degousdt,dego,usdt,1.876,1.794,1.876,1.805,26.130000000000003,1.77,1.801,1719240919000
galausdt,gala,usdt,0.02762,0.02604,0.02993,0.02611,10915,0.02612,0.0296,1719240919000
maskusdt,mask,usdt,2.452,2.364,2.452,2.446,59.7,2.413,2.499,1719240919000
ilvusdt,ilv,usdt,72,72.0,72.0,72.0,0,60.15,80.0,1719240919000
mlnusdt,mln,usdt,20.8,20.8,20.8,20.8,0,9.8,19.3,1719240919000
dydxusdt,dydx,usdt,1.41,1.41,1.41,1.41,4.699999999999999,1.41,1.639,1719240919000
cfxusdt,cfx,usdt,0.1958,0.1958,0.1958,0.1958,0,0.1308,0.19,1719240919000
stptusdt,stpt,usdt,0.04598,0.0355,0.04598,0.0355,172,0.0355,0.0414,1719240919000
radusdt,rad,usdt,1.498,1.25,1.498,1.3,30.8,1.2,1.38,1719240919000
burgerusdt,burger,usdt,0.545,0.469,0.546,0.546,67.8,0.465,0.543,1719240919000
roseusdt,rose,usdt,0.09238,0.08599,0.09238,0.08619,25033.6,0.08845,0.08979,1719240919000
scrtusdt,scrt,usdt,0.301,0.301,0.301,0.301,0,0.295,0.303,1719240919000
sysusdt,sys,usdt,0.122,0.118,0.122,0.118,17,0.1199,0.1211,1719240919000
agldusdt,agld,usdt,1.119,1.079,1.119,1.079,38.2,0.932,1.029,1719240919000
keyusdt,key,usdt,0.005353,0.005353,0.005353,0.005353,0,0.005351,0.0065,1719240919000
rareusdt,rare,usdt,0.09,0.081,0.103,0.081,48.7,0.0807,0.1023,1719240919000
sunusdt,sun,usdt,0.01178,0.01149,0.01178,0.01152,1823,0.01145,0.0117,1719240919000
slpusdt,slp,usdt,0.003142,0.002923,0.003142,0.002992,131836,0.002997,0.003057,1719240919000
auctionusdt,auction,usdt,18,17.0,18.0,17.0,0.4,16.0,20.07,1719240919000
atausdt,ata,usdt,0.0993,0.0993,0.1,0.1,40,0.1,0.1326,1719240919000
oceanusdt,ocean,usdt,0.6,0.56,0.6897,0.56,208,0.5601,0.68,1719240919000
superusdt,super,usdt,0.7,0.7,0.7,0.7,0,0.6011,0.993,1719240919000
betausdt,beta,usdt,0.04499,0.04499,0.04499,0.04499,0,0.04143,0.04499,1719240919000
waxpusdt,waxp,usdt,0.04,0.04,0.0488,0.0488,104,0.0331,0.0488,1719240919000
qiusdt,qi,usdt,0.01439,0.01288,0.01459,0.01288,14410,0.01331,0.01351,1719240919000
chessusdt,chess,usdt,0.15,0.14,0.15,0.14,15,0.131,0.189,1719240919000
ensusdt,ens,usdt,25.52,21.63,25.52,22.4,33.05,21.98,22.32,1719240919000
nulsusdt,nuls,usdt,0.3842,0.3475,0.3842,0.3475,259,0.3566,0.3778,1719240919000
ctxcusdt,ctxc,usdt,0.2275,0.2123,0.2275,0.2193,2524,0.212,0.2195,1719240919000
ookiusdt,ooki,usdt,0.00172,0.00151,0.00172,0.00155,703172,0.00155,0.00188,1719240919000
ampusdt,amp,usdt,0.00497,0.00461,0.00497,0.00461,450,0.00469,0.00478,1719240919000
voxelusdt,voxel,usdt,0.17,0.1542,0.17,0.1542,14.4,0.1631,0.1668,1719240919000
powrusdt,powr,usdt,0.2032,0.2032,0.2032,0.2032,0,0.2032,0.2994,1719240919000
antusdt,ant,usdt,6.116,6.116,6.116,6.116,0,6.116,6.134,1719240919000
farmusdt,farm,usdt,42.5,42.5,42.5,42.5,0,40.0,53.3,1719240919000
bttcusdt,bttc,usdt,9e-7,0.00000082,0.0000009,0.00000082,2143104442,0.00000083,0.00000085,1719240919000
laziousdt,lazio,usdt,1.6112,1.6112,1.6112,1.6112,0,1.6201,2.1722,1719240919000
portousdt,porto,usdt,2.5987,2.0,2.5987,2.0,41.89,1.7002,2.4882,1719240919000
santosusdt,santos,usdt,4.899,4.887,4.899,4.887,0.43,3.292,4.887,1719240919000
glmrusdt,glmr,usdt,0.23,0.201,0.23,0.201,341.8,0.201,0.2778,1719240919000
bicousdt,bico,usdt,0.384,0.354,0.384,0.364,951.4000000000001,0.362,0.369,1719240919000
xnousdt,xno,usdt,0.837,0.837,0.895,0.895,4,0.89,0.904,1719240919000
spellusdt,spell,usdt,0.000751,0.0006179,0.000751,0.000618,30842,0.000618,0.0007498,1719240919000
achusdt,ach,usdt,0.02235,0.02196,0.02286,0.02196,917,0.02182,0.02219,1719240919000
nmrusdt,nmr,usdt,16.5,16.5,16.5,16.5,0,16.5,26.99,1719240919000
jasmyusdt,jasmy,usdt,0.0286,0.0261,0.0286,0.0263,5842.200000000001,0.0267,0.029,1719240919000
kncusdt,knc,usdt,0.585,0.585,0.585,0.585,0,0.54,0.713,1719240919000
idexusdt,idex,usdt,0.045,0.0422,0.0458,0.0422,77,0.0425,0.0441,1719240919000
fidausdt,fida,usdt,0.3,0.3,0.3016,0.3,0,0.3,0.3932,1719240919000
darusdt,dar,usdt,0.14266,0.14243,0.14266,0.14243,449,0.10992,0.14184,1719240919000
celousdt,celo,usdt,0.584,0.557,0.586,0.571,285,0.57,0.581,1719240919000
tusdt,t,usdt,0.0232,0.02158,0.0232,0.02158,4767,0.02197,0.02247,1719240919000
pyrusdt,pyr,usdt,3.78,3.78,3.78,3.78,0,3.03,4.09,1719240919000
imxusdt,imx,usdt,1.503,1.5,1.51,1.5,23.459999999999997,1.4,1.869,1719240919000
api3usdt,api3,usdt,2.755,2.111,2.755,2.111,0,2.101,2.11,1719240919000
alpineusdt,alpine,usdt,1.26,1.26,1.26,1.26,0,1.1027,1.4786,1719240919000
astrusdt,astr,usdt,0.0749,0.0551,0.0817,0.0585,717.5,0.0591,0.0792,1719240919000
fluxusdt,flux,usdt,0.699,0.699,0.699,0.699,0,0.6,0.76,1719240919000
apeusdt,ape,usdt,1.096,0.8035,1.096,0.8035,30.67,0.85,1.0929,1719240919000
kdausdt,kda,usdt,0.598,0.545,0.598,0.567,628.1500000000001,0.552,0.568,1719240919000
woousdt,woo,usdt,0.234,0.201,0.234,0.201,158,0.21,0.234,1719240919000
acausdt,aca,usdt,0.105,0.105,0.11,0.105,90.32,0.105,0.11,1719240919000
alcxusdt,alcx,usdt,19.5,19.5,19.51,19.51,1.7426,17.64,24.0,1719240919000
multiusdt,multi,usdt,0.16,0.13,0.16,0.16,906.2,0.13,0.16,1719240919000
highusdt,high,usdt,2.199,2.199,2.199,2.199,2,1.822,2.199,1719240919000
rndrusdt,rndr,usdt,7.3,6.826,7.339,7.263,70.76,7.129,7.221,1719240919000
forusdt,for,usdt,0.02041,0.018,0.02041,0.018,809,0.01062,0.01988,1719240919000
gmtusdt,gmt,usdt,0.1599,0.1551,0.1625,0.1551,2100.7,0.1586,0.162,1719240919000
linausdt,lina,usdt,0.006362,0.005907,0.006362,0.005907,46750.67,0.005968,0.00618,1719240919000
lokausdt,loka,usdt,0.2998,0.232,0.2998,0.232,13.5,0.2311,0.2978,1719240919000
bswusdt,bsw,usdt,0.0585,0.0581,0.0585,0.0581,1048.6000000000001,0.0453,0.0693,1719240919000
bondusdt,bond,usdt,2.028,2.028,2.54,2.029,4.67,2.029,2.5,1719240920000
reiusdt,rei,usdt,0.05187,0.04885,0.05187,0.04885,1968.7,0.04664,0.04856,1719240920000
lptusdt,lpt,usdt,15.36,15.36,15.36,15.36,0,15.47,25.28,1719240920000
yggusdt,ygg,usdt,0.6462,0.555,0.6462,0.5697,1473.4000000000003,0.5618,0.5702,1719240920000
cityusdt,city,usdt,2.72,2.72,2.72,2.72,0,2.07,2.72,1719240920000
psgusdt,psg,usdt,4.29,4.29,4.29,4.29,0,3.12,4.3,1719240920000
ghstusdt,ghst,usdt,1.743,1.743,1.743,1.743,0,1.216,1.706,1719240920000
galusdt,gal,usdt,2.264,2.25,2.264,2.25,23.543,2.204,2.262,1719240920000
opusdt,op,usdt,1.791,1.657,1.791,1.731,771.3599999999999,1.686,1.727,1719240920000
leverusdt,lever,usdt,0.002597,0.001971,0.002597,0.001971,149798,0.001751,0.00258,1719240920000
ldousdt,ldo,usdt,2.358,2.358,2.358,2.358,0,1.964,2.34,1719240920000
polyxusdt,polyx,usdt,0.334,0.3,0.334,0.3022,6812,0.2967,0.3014,1719240920000
gftusdt,gft,usdt,0.0207,0.0187,0.0207,0.0195,340,0.0176,0.0197,1719240920000
blurusdt,blur,usdt,0.2562,0.24,0.2562,0.2407,588.2706000000001,0.2362,0.2498,1719240920000
bnxusdt,bnx,usdt,0.903,0.903,0.903,0.903,0,0.901,1.076,1719240920000
flokiusdt,floki,usdt,0.000165,0.0001522,0.00017127,0.00016459,11088645,0.00016,0.00016497,1719240920000
briseusdt,brise,usdt,1.34e-7,0.00000012,0.000000134,0.000000132,3221663430,0.000000122,0.00000013,1719240920000
arbusdt,arb,usdt,0.82,0.75,0.82,0.8005,6028.900000000001,0.7638,0.7967,1719240920000
pepeusdt,pepe,usdt,0.00001134,0.00001016,0.00001164,0.00001066,940057766,0.00001058,0.0000108,1719240920000
idusdt,id,usdt,0.439,0.409,0.439,0.409,92,0.426,0.436,1719240920000
bobusdt,bob,usdt,0.00003839,0.00003274,0.00003839,0.00003348,445088850,0.0000329,0.00003338,1719240920000
lqtyusdt,lqty,usdt,0.947,0.947,0.947,0.947,0,0.816,0.84,1719240920000
combousdt,combo,usdt,0.6761,0.6315,0.6761,0.6315,440,0.6391,0.6521,1719240920000
pendleusdt,pendle,usdt,5.9872,5.5656,6.096,5.5656,2.1,5.5633,5.6358,1719240920000
wldusdt,wld,usdt,2.9961,2.7596,2.9961,2.7596,138.5607,2.7712,2.813,1719240920000
quickusdt,quick,usdt,0.04434,0.04202,0.04434,0.04202,25036,0.04223,0.04422,1719240920000
bigtimeusdt,bigtime,usdt,0.12297,0.11179,0.123,0.12012,5510.603800000001,0.1172,0.12005,1719240920000
memeusdt,meme,usdt,0.019849,0.017911,0.020367,0.019024,29637,0.019043,0.019438,1719240920000
tokenusdt,token,usdt,0.0827,0.07657,0.0827,0.07988,48000,0.07737,0.07874,1719240920000
vicusdt,vic,usdt,0.2866,0.2866,0.2866,0.2866,0,0.3001,0.38,1719240920000
beamxusdt,beamx,usdt,0.017,0.0154,0.017,0.0154,1169,0.0154,0.01998,1719240920000
bonkusdt,bonk,usdt,0.00002135,0.00001842,0.00002135,0.00001945,353322706,0.00002007,0.0000205,1719240920000
jtousdt,jto,usdt,2.452,2.171,2.452,2.253,744.6999999999999,2.242,2.284,1719240920000
htxusdt,htx,usdt,0.000001167,0.000001141,0.000001194,0.000001146,365763578,0.000001146,0.000001176,1719240920000
pixelusdt,pixel,usdt,0.2884,0.26,0.2884,0.2692,5443.299999999999,0.2615,0.2669,1719240920000
tonusdt,ton,usdt,7.62,7.1667,7.7121,7.3157,358.5,7.3157,7.373,1719240920000
suiusdt,sui,usdt,0.904,0.828,0.904,0.828,277.3,0.844,0.861,1719240920000
seiusdt,sei,usdt,0.3585,0.3448,0.36,0.3545,161.5,0.35,0.3528,1719240920000
pythusdt,pyth,usdt,0.3187,0.292,0.3242,0.3178,33177,0.3075,0.3153,1719240920000
kasusdt,kas,usdt,0.15366,0.14549,0.15559,0.14745,6972.700000000001,0.14795,0.15054,1719240920000
wifusdt,wif,usdt,1.73,1.5402,1.73,1.6799,7832.8,1.6565,1.687,1719240920000
metisusdt,metis,usdt,49.76,45.92,49.76,46.47,2.6386000000000003,45.1,46.34,1719240920000
bomeusdt,bome,usdt,0.008957,0.008,0.008957,0.008378,609837,0.008203,0.008452,1719240920000
bcutusdt,bcut,usdt,0.06033,0.05753,0.06033,0.05753,477.1,0.05522,0.05753,1719240920000
ethfiusdt,ethfi,usdt,3.364,2.993,3.389,3.231,1396.7,3.145,3.214,1719240920000
nakausdt,naka,usdt,1.121,0.993,1.121,1.043,786.6999999999999,1.034,1.072,1719240920000
jupusdt,jup,usdt,0.7777,0.707,0.785,0.7312,405.29999999999995,0.7205,0.7428,1719240920000
strkusdt,strk,usdt,0.726,0.678,0.726,0.678,26.5,0.682,0.701,1719240920000
tiausdt,tia,usdt,6.42,5.95,6.42,6.36,996.2,6.2,6.41,1719240920000
mntusdt,mnt,usdt,0.813,0.7328,0.8156,0.7538,486.72999999999996,0.7307,0.7497,1719240920000
wusdt,w,usdt,0.351,0.339,0.351,0.344,412.3,0.336,0.346,1719240920000
enausdt,ena,usdt,0.6103,0.5208,0.6103,0.5559,4713.580000000001,0.5395,0.5531,1719240920000
ondousdt,ondo,usdt,1.18242,1.05497,1.18272,1.10871,4979.609999999999,1.10349,1.12041,1719240920000
pdausdt,pda,usdt,0.0972,0.061,0.0972,0.061,35,0.0611,0.0964,1719240920000
zeususdt,zeus,usdt,0.245,0.22,0.245,0.22,9.1,0.2335,0.2412,1719240920000
tnsrusdt,tnsr,usdt,0.6406,0.5715,0.6574,0.5715,27.33,0.5633,0.5849,1719240920000
eseusdt,ese,usdt,0.0439,0.0403,0.0439,0.0403,246.89,0.0367,0.0399,1719240920000
omniusdt,omni,usdt,14.043,12.993,14.043,13.568,80.66,13.33,13.554,1719240920000
openusdt,open,usdt,0.01318,0.01191,0.01396,0.01207,28281,0.01221,0.01245,1719240920000
mewusdt,mew,usdt,0.003924,0.003435,0.003953,0.003534,1439645.9299999997,0.003478,0.003563,1719240920000
rezusdt,rez,usdt,0.0993,0.0935,0.0993,0.0935,11849.5,0.0957,0.0975,1719240920000
fortusdt,fort,usdt,0.1717,0.1717,0.1789,0.1717,426.42839999999995,0.1643,0.1678,1719240920000
bbusdt,bb,usdt,0.393,0.35,0.3983,0.3702,686.87,0.3691,0.3733,1719240920000
notusdt,not,usdt,0.0154037,0.013,0.0154037,0.0135861,304835,0.0133237,0.0135236,1719240920000
iousdt,io,usdt,3.53,3.16,3.581,3.266,1667.5500000000004,3.207,3.247,1719240920000
neonusdt,neon,usdt,0.6404,0.5763,0.6404,0.5802,1148.4754,0.5641,0.5763,1719240920000
driftusdt,drift,usdt,0.4367,0.4191,0.4435,0.4191,16.03,0.4133,0.4219,1719240920000
zrousdt,zro,usdt,2.9304,2.6598,2.9304,2.6598,30.77,2.6735,2.7211,1719240920000
ethwrx,eth,wrx,24000,20639.0,24000.0,20669.0,0.007899999999999999,20669.0,24797.0,1719240920000
xrpwrx,xrp,wrx,3.022,3.022,3.346,3.03,382.29999999999995,3.03,3.345,1719240920000
