symbol,baseAsset,quoteAsset,openPrice,lowPrice,highPrice,lastPrice,volume,bidPrice,askPrice,at
ogninr,ogn,inr,9.7,9.304,9.999,9.304,5321.28,9.315,9.429,1719062632000
datainr,data,inr,4.2,4.0,4.8692,4.0,43475,4.0001,4.06,1719062632000
ksminr,ksm,inr,2200,2160.0,2443.98,2160.0,26.014,2160.0,2204.99,1719062632000
nkninr,nkn,inr,7.5,7.34,7.57,7.3708,3801.2,7.29,7.3709,1719062632000
balinr,bal,inr,295,278.5,310.0,308.8,1.459,278.51,308.0,1719062632000
snxinr,snx,inr,185,184.261,185.0,184.261,26,180.005,184.261,1719062632000
axsinr,axs,inr,551,538.06,569.0,540.0,38.580000000000005,540.0,558.26,1719062632000
celrinr,celr,inr,1.5,1.4537,1.5621,1.5193,170382,1.4659,1.4997,1719062632000
alphainr,alpha,inr,7.6,7.4,8.11,7.4,8335.69,7.41,7.91,1719062632000
compinr,comp,inr,4461,4400.0,4533.0,4400.0,1.026,4400.0,4504.0,1719062632000
aliceinr,alice,inr,109.66,105.0,112.0,105.01,1632.38,105.01,109.35,1719062632000
egldinr,egld,inr,2645.5,2550.61,2954.0,2570.0,59.181999999999995,2553.27,2824.0,1719062632000
sandinr,sand,inr,30.05021,29.65204,31.15749,30.78063,11099,30.40014,30.93968,1719062632000
frontinr,front,inr,81,81.0,86.485,82.677,4200.6900000000005,81.381,82.499,1719062632000
lrcinr,lrc,inr,15.62625,15.2,15.95018,15.61996,25868.299999999996,15.4,15.53002,1719062632000
stxinr,stx,inr,149,145.2,156.995,145.2,630.0799999999999,145.568,150.845,1719062632000
algoinr,algo,inr,12.47,12.0,12.47,12.0,8947.163999999999,12.01,12.27,1719062632000
alpacainr,alpaca,inr,12.59,11.1,12.59,11.52,4387,11.2,11.72,1719062632000
xecinr,xec,inr,0.0029065,0.002841,0.0030055,0.0029729,116799518,0.0029729,0.00299,1719062632000
ilvinr,ilv,inr,7392.9,6000.1,7395.0,7374.0,3.195,6001.0,7356.8,1719062632000
dydxinr,dydx,inr,125.6,125.6,138.9,137.8,112.65,125.6,137.8,1719062632000
cfxinr,cfx,inr,14.998,13.5,15.198,13.55,730,13.6,14.943,1719062632000
stptinr,stpt,inr,3.7879,3.4312,3.8305,3.729,4443.3,3.435,3.6948,1719062632000
radinr,rad,inr,138.99,138.99,139.0,138.99,0,120.0,137.0,1719062632000
burgerinr,burger,inr,46.37,45.0,53.0,47.1,4992.5,46.04,47.99,1719062632000
roseinr,rose,inr,8.2387,8.2387,9.2452,8.3014,18589.800000000003,8.3014,9.1916,1719062632000
agldinr,agld,inr,92,92.0,110.99,110.79,5.9,95.0,110.79,1719062632000
keyinr,key,inr,0.54746,0.52746,0.54827,0.54799,36752,0.52749,0.54799,1719062632000
slpinr,slp,inr,0.2959,0.2847,0.2959,0.2855,86717,0.2855,0.2934,1719062632000
auctioninr,auction,inr,1510,1510.0,1743.9,1510.0,18.26,1520.0,1679.0,1719062632000
oceaninr,ocean,inr,55.731,55.731,59.999,59.983,3101,56.014,59.975,1719062632000
superinr,super,inr,65.006,60.5,71.864,60.5,369,60.5,71.863,1719062632000
betainr,beta,inr,3.9998,3.95,4.3898,4.3699,13421,3.9075,4.3698,1719062632000
waxpinr,waxp,inr,3.7,3.5,3.9,3.5,25347,3.402,3.6,1719062632000
arinr,ar,inr,2599.7,2300.8,2599.76,2574.0,14.369999999999997,2417.37,2574.0,1719062632000
sushiinr,sushi,inr,75,72.5,77.22,74.12,531.5919999999999,73.0,74.12,1719062632000
mkrinr,mkr,inr,234218.97,220666.93,234218.97,220666.93,0.012799999999999999,205783.71,228474.63,1719062632000
galainr,gala,inr,2.5401,2.51,2.6263,2.6243,246979,2.5783,2.6244,1719062632000
tlminr,tlm,inr,1.2066,1.1111,1.2066,1.1452,36738,1.1121,1.1764,1719062632000
ensinr,ens,inr,2428,2204.5,2428.0,2234.6,22.05,2251.0,2374.3,1719062632000
ctxcinr,ctxc,inr,23.72,20.6,23.74,22.6,1234,20.3,22.296,1719062632000
mboxinr,mbox,inr,21.06,21.0,23.24,22.24,3551.3,21.11,21.96,1719062632000
ookiinr,ooki,inr,0.1577,0.1576,0.1613,0.1591,3935723,0.163,0.1631,1719062632000
ampinr,amp,inr,0.4201,0.4201,0.515,0.5115,491570,0.4931,0.5096,1719062632000
nearinr,near,inr,490,470.009,499.889,489.998,172.324,480.358,489.971,1719062632000
ardrinr,ardr,inr,6.1097,5.81,6.1097,5.81,21,5.81,6.1097,1719062632000
grtinr,grt,inr,19.964,19.499,20.386,19.529,18674.499999999993,19.53,19.948,1719062632000
bttcinr,bttc,inr,0.0000795,0.000079,0.0000849,0.0000809,5399449210,0.000081,0.0000835,1719062632000
creaminr,cream,inr,6413.36,6201.21,6413.36,6214.41,16.646,6212.03,6472.88,1719062632000
bicoinr,bico,inr,34.85,33.63,35.59,33.81,1154.9599999999998,33.49,33.97,1719062632000
spellinr,spell,inr,0.063245,0.063245,0.068999,0.064,399832,0.063246,0.064,1719062632000
qntinr,qnt,inr,7485,6624.0,7485.0,6625.0,1.9240000000000002,6625.0,7478.0,1719062632000
duskinr,dusk,inr,28.239,27.71,30.5,27.775,217.33999999999997,27.775,30.896,1719062632000
jasmyinr,jasmy,inr,2.527,2.525,2.713,2.675,415823.8999999999,2.648,2.69,1719062632000
tfuelinr,tfuel,inr,6.5894,6.4108,6.6434,6.6434,12731,6.4935,6.7998,1719062632000
kncinr,knc,inr,52,49.01,52.0,51.22,20.5,49.01,50.9,1719062632000
dodoinr,dodo,inr,12.5,12.36,12.69,12.36,1982.7059999999997,12.37,12.49,1719062632000
achinr,ach,inr,2.1713,2.0675,2.1713,2.0732,15187,2.0733,2.1524,1719062632000
idexinr,idex,inr,4.2,3.8021,4.2999,3.8134,21536.3,3.92,4.14,1719062632000
celoinr,celo,inr,53.48,52.88,54.24,53.02,220,53.12,53.88,1719062632000
tinr,t,inr,2.1,2.1,2.3892,2.1102,13111,2.11,2.1102,1719062632000
pyrinr,pyr,inr,340,335.0,340.0,335.0,14.600999999999999,310.1,369.9,1719062632000
imxinr,imx,inr,145.98,139.01,145.98,144.28,15947.250000000002,139.1,145.73,1719062632000
bakeinr,bake,inr,32,32.0,37.292,36.376,27967,35.559,36.892,1719062632000
neoinr,neo,inr,1060,1060.0,1060.0,1060.0,22.704,1010.0,1140.0,1719062632000
apeinr,ape,inr,86.309,84.0,86.5,86.475,1525.4999999999998,84.202,86.475,1719062632000
wooinr,woo,inr,20.5,19.1,20.999,20.499,415.09999999999997,19.237,20.499,1719062632000
ankrinr,ankr,inr,2.84,2.7,3.0198,2.864,8566,2.756,2.8658,1719062632000
oxtinr,oxt,inr,7.95,7.254,7.95,7.95,340.42,7.267,7.95,1719062632000
rndrinr,rndr,inr,675.99,670.0,741.49,678.7,369.07000000000005,678.7,678.72,1719062632000
gmtinr,gmt,inr,15.5,15.499,15.5,15.499,144.6,14.8,15.48,1719062632000
reiinr,rei,inr,4.8,4.7025,5.17,4.7026,1568.3000000000002,4.7026,5.0978,1719062632000
lptinr,lpt,inr,1898.8,1501.0,1898.8,1600.0,219.68,1530.1,1877.8,1719062632000
ygginr,ygg,inr,58,58.0,60.0,58.0,743.8,57.056,61.994,1719062632000
opinr,op,inr,177.9,166.5,179.99,170.0,645.5399999999998,166.59,173.0,1719062632000
leverinr,lever,inr,0.2054,0.1956,0.2059,0.2034,136585,0.2034,0.2037,1719062632000
ldoinr,ldo,inr,199,190.01,202.42,196.13,71.5,186.16,199.94,1719062632000
polyxinr,polyx,inr,30.064,30.064,32.388,31.996,92,30.064,31.5,1719062632000
usdcinr,usdc,inr,90,87.5,90.0,89.11,7069.5199999999995,89.22,90.6,1719062632000
hifiinr,hifi,inr,45,44.0,46.989,46.976,7408,44.399,46.976,1719062632000
gftinr,gft,inr,1.6671,1.6602,1.85,1.7002,439502.69999999984,1.7002,1.8025,1719062632000
blurinr,blur,inr,24,22.251,25.996,24.998,6256.448600000001,22.645,24.998,1719062632000
flokiinr,floki,inr,0.01532,0.01515,0.01591,0.01526,291241504,0.01521,0.01526,1719062632000
briseinr,brise,inr,0.00001213,0.00001116,0.00001215,0.00001185,111485180215,0.00001172,0.00001185,1719062632000
arbinr,arb,inr,74.533,73.9,78.959,74.326,5883.400000000001,75.543,76.964,1719062633000
injinr,inj,inr,1975,1901.0,2129.848,1949.999,34.96,1910.103,1949.994,1719062633000
pepeinr,pepe,inr,0.0010054,0.000985,0.00105,0.0010252,4406802794,0.0010252,0.0010333,1719062633000
bobinr,bob,inr,0.003401,0.003215,0.0034573,0.0033999,649147338,0.0033073,0.0033998,1719062633000
comboinr,combo,inr,63.287,59.1,71.0,59.129,2633,59.217,68.997,1719062633000
aaveinr,aave,inr,7830.15,7300.0,7830.15,7300.0,12.674000000000001,7162.1,7449.92,1719062633000
rsrinr,rsr,inr,0.51092,0.50481,0.54047,0.50532,143691,0.50533,0.51827,1719062633000
cosinr,cos,inr,0.77,0.7528,0.8,0.7528,42705.5,0.7689,0.78,1719062633000
avainr,ava,inr,57.001,57.001,62.943,57.001,0,57.001,60.951,1719062633000
bandinr,band,inr,106.9438,100.0,108.455,108.455,653.6999999999999,100.0,108.3,1719062633000
pendleinr,pendle,inr,529.221,520.939,560.0,548.509,133.89999999999998,540.068,564.945,1719062633000
loominr,loom,inr,5.2446,5.01,5.2446,5.1899,6482,5.05,5.1768,1719062633000
wldinr,wld,inr,278.13106,265.1,298.79972,275.0,1318.4408,275.0,297.78997,1719062633000
quickinr,quick,inr,4.549,3.993,4.549,3.993,27148,3.993,4.0,1719062633000
vibinr,vib,inr,7.22,7.22,7.2501,7.25,608,7.25,7.6965,1719062633000
maskinr,mask,inr,235,224.0,245.0,243.75,0.3,225.0,241.95,1719062633000
adxinr,adx,inr,15.21,15.21,15.6,15.21,0,15.22,15.93,1719062633000
blzinr,blz,inr,24,21.5017,24.0,21.5017,2414,21.5019,22.9717,1719062633000
pundixinr,pundix,inr,34,32.703,41.877,37.848,696.9799999999999,32.118,37.848,1719062633000
sklinr,skl,inr,4.5,4.5,5.3494,5.2977,59150,4.802,5.2951,1719062633000
clvinr,clv,inr,4.6601,4.4,4.9992,4.45,12896.400000000001,4.4001,4.956,1719062633000
stmxinr,stmx,inr,0.425,0.40005,0.425,0.40006,186792,0.40007,0.41097,1719062633000
audioinr,audio,inr,13.93,13.2,13.93,13.445,1855.7,13.445,13.446,1719062633000
glminr,glm,inr,34.838,32.0,35.0,32.0,1272,32.0,37.568,1719062633000
mtlinr,mtl,inr,121.974,100.0,123.7,100.001,2916.2000000000003,101.0,107.988,1719062633000
storjinr,storj,inr,34.398,34.2608,35.45,35.45,165,33.6164,35.45,1719062633000
perpinr,perp,inr,80.4999,68.1001,80.4999,79.6325,19.677,68.2,79.0,1719062633000
dexeinr,dexe,inr,1002.89,996.3,1029.15,996.3,4,993.62,1008.63,1719062633000
bigtimeinr,bigtime,inr,11.717,10.7101,11.717,11.44,3770.085899999999,10.7001,11.429,1719062633000
memeinr,meme,inr,1.72001,1.7,1.77484,1.70559,31369,1.70001,1.73489,1719062633000
tokeninr,token,inr,7.5647,7.2,8.1965,7.399,39296,7.2353,7.3996,1719062633000
vicinr,vic,inr,30,30.0,34.8,33.8,254.89999999999998,31.2,34.7,1719062633000
beamxinr,beamx,inr,1.65,1.55,1.74843,1.55,184287,1.511,1.55,1719062633000
bonkinr,bonk,inr,0.0018989,0.0018201,0.0019304,0.001915,767531827,0.001915,0.001939,1719062633000
jtoinr,jto,inr,217,215.0,234.804,234.804,175.3,220.0,234.804,1719062633000
degoinr,dego,inr,179,160.01,179.0,160.01,1,160.01,178.01,1719062633000
htxinr,htx,inr,0.00010739,0.00010045,0.00010999,0.00010999,1099466236,0.00010999,0.00011,1719062633000
pixelinr,pixel,inr,26.406,25.2,27.998,26.499,2988.0000000000005,25.9,26.499,1719062633000
toninr,ton,inr,652.18,645.0,697.934,679.98,541.8999999999999,650.693,679.981,1719062633000
suiinr,sui,inr,83.798,80.602,85.623,84.961,2426.1000000000004,81.751,84.787,1719062633000
pythinr,pyth,inr,30,28.81,31.847,30.0,75689.50000000003,29.183,30.278,1719062633000
kasinr,kas,inr,13.8999,12.9476,14.0993,14.0993,8661.900000000001,13.3515,14.0993,1719062633000
wifinr,wif,inr,178.995,160.0,178.995,167.998,11667.2,163.516,167.998,1719062633000
bomeinr,bome,inr,0.80002,0.795,0.84,0.82267,594548,0.80061,0.81966,1719062633000
bcutinr,bcut,inr,5.7,5.5201,6.2932,5.5201,21441.800000000003,5.5001,5.5192,1719062633000
ethfiinr,ethfi,inr,325.84,305.0,325.84,325.84,153.9,306.5,343.72,1719062633000
nakainr,naka,inr,109.01,95.03,109.01,102.0,57.2,100.95,102.13,1719062633000
enainr,ena,inr,58.995,55.0,58.998,57.469,936.97,53.0,56.99,1719062633000
ondoinr,ondo,inr,113.9798,107.0016,114.897,107.0016,1809.23,107.0016,111.9999,1719062633000
omniinr,omni,inr,1260,1227.74,1319.0,1227.74,83.82,1228.0,1314.74,1719062633000
rvninr,rvn,inr,1.8105,1.81,1.93,1.82,19081,1.81,1.82,1719062633000
mewinr,mew,inr,0.34998,0.34103,0.35986,0.35867,1061355.96,0.34593,0.35867,1719062633000
qtuminr,qtum,inr,227.5,227.5,238.97,230.5,28.978,230.5,239.0,1719062633000
notinr,not,inr,1.342603,1.3,1.408552,1.353397,435355,1.33071,1.353388,1719062633000
minainr,mina,inr,56.99,51.24,58.66,57.9,73,51.3,57.79,1719062633000
ltcinr,ltc,inr,6600,6524.12,6760.31,6712.0,130.814,6712.0,6726.62,1719062633000
dashinr,dash,inr,2372,2160.0,2372.0,2281.0,11.918,2162.0,2281.0,1719062633000
xrpbtc,xrp,btc,0.00000796,0.00000556,0.00000796,0.00000556,44,0.000006,0.0000079,1719062633000
trxbtc,trx,btc,0.00000184,0.00000167,0.00000187,0.00000167,9183,0.00000163,0.00000186,1719062633000
ethbtc,eth,btc,0.050121,0.050121,0.054841,0.050133,0.2374,0.050134,0.054828,1719062633000
zilbtc,zil,btc,3.9e-7,0.00000039,0.00000039,0.00000039,0,0.00000027,0.00000038,1719062633000
batbtc,bat,btc,0.00000281,0.00000281,0.00000281,0.00000281,0,0.00000272,0.00000382,1719062633000
ltcbtc,ltc,btc,0.001101,0.0011,0.001101,0.0011,0.24,0.0011,0.00132,1719062633000
qkcbtc,qkc,btc,1.2e-7,0.00000012,0.00000012,0.00000012,0,0.00000011,0.00000015,1719062633000
dashbtc,dash,btc,0.0004,0.0004,0.0004,0.0004,0,0.00029,0.000527,1719062633000
iostbtc,iost,btc,1e-7,0.0000001,0.0000001,0.0000001,0,0.00000009,0.00000013,1719062633000
nulsbtc,nuls,btc,0.000006,0.000006,0.000006,0.000006,0,0.00000429,0.00000869,1719062633000
omgbtc,omg,btc,0.000006,0.000006,0.000006,0.000006,0,0.000005,0.000008,1719062633000
reqbtc,req,btc,0.00000219,0.00000219,0.0000025,0.0000025,41,0.00000159,0.0000025,1719062633000
sntbtc,snt,btc,5.6e-7,0.00000056,0.00000056,0.00000056,0,0.00000035,0.00000055,1719062633000
thetabtc,theta,btc,0.00002231,0.00001556,0.00002231,0.00001556,55,0.00001553,0.00003881,1719062633000
zrxbtc,zrx,btc,0.0000059,0.0000059,0.0000059,0.0000059,0,0.00000128,0.00000883,1719062633000
eosbtc,eos,btc,0.0000138,0.0000138,0.0000138,0.0000138,0,0.0000131,0.0000188,1719062633000
icxbtc,icx,btc,0.0000014,0.0000014,0.0000014,0.0000014,0,0.0000019,0.0000033,1719062633000
fetbtc,fet,btc,0.00002488,0.00002488,0.00002488,0.00002488,0,0.00001752,0.00003242,1719062633000
celrbtc,celr,btc,3e-7,0.00000019,0.0000003,0.00000019,1050,0.00000019,0.00000051,1719062633000
maticbtc,matic,btc,0.00000993,0.00000789,0.00000994,0.00000993,0,0.00000789,0.00000992,1719062633000
adabtc,ada,btc,0.00000578,0.00000508,0.00000578,0.00000508,63,0.00000508,0.00000681,1719062633000
rvnbtc,rvn,btc,3.1e-7,0.00000031,0.00000031,0.00000031,0,0.00000016,0.00000036,1719062633000
xmrbtc,xmr,btc,0.001319,0.001319,0.001319,0.001319,0,0.001353,0.002911,1719062633000
atombtc,atom,btc,0.0001011,0.0001011,0.0001011,0.0001011,0,0.0000602,0.0001499,1719062633000
bnbbtc,bnb,btc,0.0076001,0.0070818,0.0087001,0.0070818,0.040999999999999995,0.0070818,0.010434,1719062633000
wrxbtc,wrx,btc,0.00000206,0.00000206,0.00000207,0.00000206,841.1999999999999,0.00000207,0.0000027,1719062633000
stmxbtc,stmx,btc,7e-8,0.00000007,0.00000008,0.00000007,0,0.00000006,0.00000008,1719062633000
btcusdt,btc,usdt,63906,63450.0,65673.0,64350.0,0.09949999999999998,64128.0,64350.0,1719062633000
trxusdt,trx,usdt,0.11609,0.11609,0.11999,0.11989,15515,0.11702,0.11989,1719062633000
xrpusdt,xrp,usdt,0.49,0.47501,0.50983,0.50983,8428.400000000001,0.47503,0.50983,1719062633000
eosusdt,eos,usdt,0.9799,0.855,0.98,0.98,31.630000000000003,0.8001,0.98,1719062633000
ethusdt,eth,usdt,3503.64,3478.74,3525.46,3487.25,0.15359999999999996,3486.93,3501.41,1719062633000
icxusdt,icx,usdt,0.15,0.1489,0.1524,0.15,0,0.1487,0.1515,1719062633000
ltcusdt,ltc,usdt,74,71.01,78.89,76.0,10.181999999999999,71.04,75.97,1719062633000
hotusdt,hot,usdt,0.0020989,0.0017297,0.0020989,0.001813,6690,0.0018136,0.0020082,1719062633000
batusdt,bat,usdt,0.2405,0.1802,0.2405,0.236,42.49,0.1614,0.23,1719062633000
dashusdt,dash,usdt,24.24,23.56,24.24,24.02,12.974,23.66,24.16,1719062633000
qkcusdt,qkc,usdt,0.00718,0.00718,0.01003,0.00718,0,0.00721,0.00989,1719062633000
zilusdt,zil,usdt,0.02599,0.024,0.02638,0.02498,194,0.02401,0.02499,1719062633000
zrxusdt,zrx,usdt,0.34,0.34,0.409,0.409,21.79,0.341,0.409,1719062633000
bchusdt,bch,usdt,389,375.24,394.45,384.45,0.0374,383.25,389.76,1719062633000
bchsvusdt,bchsv,usdt,50.53,50.53,50.53,50.53,0,50.61,64.25,1719062633000
omgusdt,omg,usdt,0.2956,0.2956,0.4106,0.408,11.27,0.301,0.408,1719062633000
dentusdt,dent,usdt,0.000999,0.000877,0.001098,0.000877,83297,0.00088,0.001095,1719062633000
iostusdt,iost,usdt,0.0066,0.0066,0.00678,0.00671,916,0.00655,0.00675,1719062633000
funusdt,fun,usdt,0.004748,0.003513,0.004748,0.004645,1776,0.0036,0.004645,1719062633000
sntusdt,snt,usdt,0.026,0.026,0.026,0.026,0,0.02505,0.03456,1719062633000
thetausdt,theta,usdt,1.5059,1.4824,1.5273,1.5075,161,1.517,1.521,1719062633000
requsdt,req,usdt,0.10242,0.10242,0.10242,0.10242,0,0.11,0.12999,1719062633000
xlmusdt,xlm,usdt,0.09499,0.08554,0.09499,0.09326,1741.3000000000002,0.08613,0.09325,1719062633000
xtzusdt,xtz,usdt,0.789,0.715,0.789,0.789,0,0.768,0.782,1719062633000
fetusdt,fet,usdt,1.6797,1.342,1.6799,1.3736,97,1.38,1.6238,1719062633000
tfuelusdt,tfuel,usdt,0.07059,0.07042,0.07298,0.07298,7253,0.07224,0.07329,1719062633000
celrusdt,celr,usdt,0.01648,0.016,0.01668,0.01623,41854,0.016,0.01623,1719062633000
maticusdt,matic,usdt,0.5755,0.55015,0.58979,0.58957,1865.8000000000002,0.56,0.58957,1719062633000
adausdt,ada,usdt,0.3838,0.3731,0.3875,0.3785,9663,0.3766,0.3807,1719062633000
rvnusdt,rvn,usdt,0.0205,0.01954,0.0205,0.02004,67807,0.01963,0.02001,1719062633000
xmrusdt,xmr,usdt,165.14,165.14,169.0,167.23,4.484,159.65,165.87,1719062633000
atomusdt,atom,usdt,6.954,6.787,6.954,6.787,41.339999999999996,6.694,6.809,1719062633000
algousdt,algo,usdt,0.14,0.132,0.14,0.132,517.944,0.132,0.136,1719062633000
