symbol,baseAsset,quoteAsset,openPrice,lowPrice,highPrice,lastPrice,volume,bidPrice,askPrice,at
linkusdt,link,usdt,14.4019,13.771,14.4019,13.771,4.99,13.5984,13.7854,1719062633000
qtumusdt,qtum,usdt,2.52,2.52,2.656,2.52,0,2.51,2.583,1719062633000
etcusdt,etc,usdt,24.1602,23.587,24.1602,23.6221,23.97,23.2639,23.6472,1719062633000
iotausdt,iota,usdt,0.1806,0.1731,0.1806,0.1731,17.33,0.1714,0.1754,1719062633000
zecusdt,zec,usdt,19.871,19.871,20.371,20.042,4.345,19.708,20.053,1719062633000
wavesusdt,waves,usdt,0.974,0.974,1.0085,0.9941,3,0.955,0.9675,1719062633000
ftmusdt,ftm,usdt,0.56,0.54,0.60997,0.54,14.7,0.53001,0.6,1719062633000
enjusdt,enj,usdt,0.1968,0.193,0.1991,0.1947,6991.5999999999985,0.193,0.1953,1719062633000
lskusdt,lsk,usdt,1.0387,1.0387,1.0589,1.0387,0,1.0129,1.0336,1719062633000
steemusdt,steem,usdt,0.1916,0.1916,0.1992,0.1992,7530.12,0.1947,0.2004,1719062633000
xvgusdt,xvg,usdt,0.00418,0.004,0.00435,0.004,2559,0.00406,0.00425,1719062633000
loomusdt,loom,usdt,0.07685,0.07685,0.07685,0.07685,0,0.05302,0.07485,1719062633000
manausdt,mana,usdt,0.34126,0.33,0.34378,0.33,328.6,0.33,0.33257,1719062633000
blzusdt,blz,usdt,0.24,0.24,0.24,0.24,25,0.24,0.2818,1719062633000
scusdt,sc,usdt,0.00442,0.00442,0.00465,0.00459,1267,0.00444,0.00464,1719062633000
xemusdt,xem,usdt,0.0146,0.0145,0.0147,0.0145,4085,0.014,0.0145,1719062633000
btsusdt,bts,usdt,0.00266,0.00251,0.00268,0.00251,4425,0.0025,0.00265,1719062633000
ardrusdt,ardr,usdt,0.067,0.067,0.067,0.067,0,0.0635,0.0664,1719062633000
winusdt,win,usdt,0.0000903,0.0000881,0.0000903,0.0000888,10659256,0.000087,0.0000886,1719062633000
bnbusdt,bnb,usdt,619.9997,577.0,619.9997,577.0,1.0090000000000001,577.0,602.9997,1719062633000
chzusdt,chz,usdt,0.08,0.073257,0.094749,0.073271,1324,0.073271,0.09473,1719062633000
wrxusdt,wrx,usdt,0.1472,0.14599,0.15352,0.14605,3287.7999999999997,0.14606,0.15276,1719062633000
kavausdt,kava,usdt,0.4796,0.4469,0.4796,0.4707,62,0.4588,0.4657,1719062633000
ankrusdt,ankr,usdt,0.028001,0.028001,0.028001,0.028001,542,0.026062,0.037288,1719062633000
oneusdt,one,usdt,0.01551,0.01519,0.0156,0.01526,68795,0.01486,0.01521,1719062633000
ognusdt,ogn,usdt,0.0743,0.0743,0.1391,0.0921,310.34999999999997,0.0921,0.1359,1719062633000
hiveusdt,hive,usdt,0.2158,0.2081,0.2393,0.2393,9.02,0.2308,0.2444,1719062633000
fttusdt,ftt,usdt,1.666,1.453,1.666,1.468,35.918,1.453,1.468,1719062633000
bandusdt,band,usdt,1.6277,1.5877,1.6277,1.5877,15,1.0513,1.5876,1719062633000
jstusdt,jst,usdt,0.02734,0.02734,0.02734,0.02734,0,0.02743,0.02798,1719062633000
ctsiusdt,ctsi,usdt,0.15994,0.14584,0.15994,0.14584,22.4,0.14584,0.22115,1719062633000
chrusdt,chr,usdt,0.27,0.27,0.27,0.27,0,0.22037,0.3,1719062633000
stxusdt,stx,usdt,1.6195,1.5,1.658,1.6358,92.46,1.6482,1.6698,1719062633000
stmxusdt,stmx,usdt,0.005783,0.005,0.005795,0.005,52900,0.004403,0.0045,1719062633000
mdtusdt,mdt,usdt,0.05028,0.05025,0.05028,0.05028,0,0.05032,0.06831,1719062633000
lrcusdt,lrc,usdt,0.162,0.162,0.20499,0.16501,51,0.165,0.19992,1719062633000
dogeusdt,doge,usdt,0.12344,0.12,0.12536,0.12534,17469,0.12353,0.12535,1719062633000
neousdt,neo,usdt,11.49,11.238,11.49,11.447,113.986,11.192,11.395,1719062633000
hbarusdt,hbar,usdt,0.0798,0.07869,0.0798,0.07869,919.4000000000001,0.07724,0.07885,1719062633000
storjusdt,storj,usdt,0.3551,0.3551,0.4694,0.3551,0,0.36,0.459,1719062633000
compusdt,comp,usdt,48.01,48.0,48.01,48.01,0,48.01,59.91,1719062633000
cotiusdt,coti,usdt,0.091,0.091,0.091,0.091,214.6,0.091,0.11566,1719062633000
dgbusdt,dgb,usdt,0.008,0.00787,0.00802,0.00802,34780,0.00788,0.00803,1719062633000
snxusdt,snx,usdt,1.985,1.863,1.985,1.985,0,1.964,1.999,1719062633000
renusdt,ren,usdt,0.04641,0.04641,0.04979,0.04684,205.9,0.04607,0.04713,1719062633000
sxpusdt,sxp,usdt,0.2579,0.2534,0.2579,0.2534,2672.5699999999997,0.2483,0.2534,1719062633000
mkrusdt,mkr,usdt,2400,2100.0,3052.0,3052.0,0.011309999999999999,2222.0,3049.0,1719062633000
avausdt,ava,usdt,0.8086,0.66,0.8091,0.7998,2.62,0.58,0.7939,1719062633000
balusdt,bal,usdt,3.6,2.814,3.6,3.6,0,2.809,3.879,1719062633000
srmusdt,srm,usdt,0.05206,0.05206,0.05206,0.05206,474.93,0.05206,0.07761,1719062633000
egldusdt,egld,usdt,29.59,28.58,29.59,28.87,41.587,28.38,28.76,1719062633000
cosusdt,cos,usdt,0.01063,0.00699,0.01078,0.00742,1346.8,0.00761,0.01061,1719062633000
dotusdt,dot,usdt,5.7118,5.6,5.7782,5.7782,318.41999999999996,5.7136,5.8192,1719062633000
yfiusdt,yfi,usdt,5500,5500.0,7299.4,7299.17,0.000455,5500.0,6799.98,1719062633000
iotxusdt,iotx,usdt,0.04285,0.04222,0.04442,0.04222,76206,0.04225,0.04273,1719062633000
sandusdt,sand,usdt,0.33,0.31,0.379981,0.379981,2191,0.310008,0.379943,1719062633000
uniusdt,uni,usdt,9.1001,9.1001,10.9998,10.9998,7.29,9.1001,10.9997,1719062633000
datausdt,data,usdt,0.04116,0.04116,0.054,0.043,300,0.04116,0.054,1719062633000
paxgusdt,paxg,usdt,2301.85,2299.68,2307.62,2299.68,0.03759,2300.73,2337.05,1719062633000
creamusdt,cream,usdt,75.437,66.0,75.437,66.0,1.568,61.661,75.428,1719062633000
umausdt,uma,usdt,2.5,2.5,2.5,2.5,0,2.06,3.781,1719062633000
ksmusdt,ksm,usdt,23.86,23.81,24.36,24.18,3.4610000000000003,23.48,23.97,1719062633000
trbusdt,trb,usdt,104.031,80.007,117.051,102.11,176.09799999999998,101.19,102.494,1719062633000
adxusdt,adx,usdt,0.1641,0.1641,0.1641,0.1641,0,0.1501,0.1896,1719062633000
aaveusdt,aave,usdt,86,75.5,86.0,80.0,1.608,78.0,85.999,1719062633000
filusdt,fil,usdt,4.3459,4.3032,4.4702,4.4531,79.23400000000001,4.3527,4.456,1719062633000
crvusdt,crv,usdt,0.35,0.337,0.35,0.35,250,0.284,0.445,1719062633000
nearusdt,near,usdt,5.2597,5.1943,5.3845,5.2644,9.701,5.2,5.2364,1719062633000
hntusdt,hnt,usdt,3.282,3.262,3.474,3.473,434.86300000000006,3.446,3.493,1719062634000
avaxusdt,avax,usdt,27.479,25.0,27.938,25.904,97.57000000000001,25.39,26.014,1719062634000
oxtusdt,oxt,usdt,0.0826,0.0826,0.0826,0.0826,38.25,0.0826,0.1042,1719062634000
dockusdt,dock,usdt,0.020395,0.020395,0.022758,0.020647,1558,0.018919,0.021311,1719062634000
duskusdt,dusk,usdt,0.3099,0.3099,0.4404,0.4404,56.760000000000005,0.2878,0.4199,1719062634000
injusdt,inj,usdt,23.9998,23.9998,23.9999,23.9999,2,18.5006,23.9999,1719062634000
vetusdt,vet,usdt,0.02659,0.02566,0.02695,0.02628,689615,0.02575,0.02625,1719062634000
mtlusdt,mtl,usdt,1.2934,1.1092,1.2934,1.1092,3214.26,1.1193,1.1372,1719062634000
frontusdt,front,usdt,0.9105,0.909,0.9107,0.909,19.49,0.899,0.9105,1719062634000
glmusdt,glm,usdt,0.35,0.35,0.35,0.35,0,0.35,0.5191,1719062634000
sushiusdt,sushi,usdt,0.828,0.828,0.848,0.828,0,0.795,0.812,1719062634000
firousdt,firo,usdt,1.48,1.48,1.48,1.48,0,1.118,1.48,1719062634000
dexeusdt,dexe,usdt,12.85,12.85,12.85,12.85,0,10.0,12.842,1719062634000
grtusdt,grt,usdt,0.2189,0.2159,0.2189,0.2159,46.8,0.212,0.2152,1719062634000
bntusdt,bnt,usdt,0.656,0.656,0.656,0.656,0,0.626,0.7497,1719062634000
rsrusdt,rsr,usdt,0.0051,0.005,0.007093,0.005114,2916.6,0.005114,0.007031,1719062634000
1inchusdt,1inch,usdt,0.48,0.373,0.48,0.4689,30.62,0.3732,0.4689,1719062634000
uftusdt,uft,usdt,0.2702,0.2702,0.2702,0.2702,0,0.2806,0.394,1719062634000
pundixusdt,pundix,usdt,0.38,0.37,0.41,0.41,44.730000000000004,0.38,0.4,1719062634000
ckbusdt,ckb,usdt,0.011176,0.011024,0.011198,0.011091,205903,0.011036,0.011187,1719062634000
vibusdt,vib,usdt,0.08,0.08,0.08,0.08,0,0.07281,0.09492,1719062634000
tkousdt,tko,usdt,0.355,0.355,0.355,0.355,0,0.3098,0.4414,1719062634000
pushusdt,push,usdt,0.1613,0.1597,0.1765,0.1613,0,0.1611,0.1758,1719062634000
cvcusdt,cvc,usdt,0.10124,0.10124,0.10126,0.10124,0,0.10101,0.14985,1719062634000
cakeusdt,cake,usdt,2.286,2.185,2.294,2.229,212.743,2.202,2.247,1719062634000
kmdusdt,kmd,usdt,0.3495,0.345,0.3507,0.345,99.97,0.3393,0.3444,1719062634000
solusdt,sol,usdt,130.121,128.797,136.207,134.2,32.34599999999999,134.12,134.627,1719062634000
shibusdt,shib,usdt,0.00001767,0.0000175,0.00001829,0.00001812,167361391,0.0000179,0.00001816,1719062634000
rlcusdt,rlc,usdt,2.1558,2.1558,2.2691,2.1558,0,2.0832,2.116,1719062634000
reefusdt,reef,usdt,0.001493,0.001457,0.001496,0.001457,324738,0.001394,0.001457,1719062634000
icpusdt,icp,usdt,8.294,8.201,8.463,8.354,168.20999999999998,8.201,8.357,1719062634000
ontusdt,ont,usdt,0.211,0.209,0.2135,0.2106,2254,0.2067,0.2105,1719062634000
xvsusdt,xvs,usdt,6.7,6.5,6.7,6.5,2.14,5.129,9.883,1719062634000
viteusdt,vite,usdt,0.01675,0.01675,0.01675,0.01675,0,0.016,0.0218,1719062634000
dcrusdt,dcr,usdt,15.19,15.16,15.66,15.23,20.1908,14.91,15.23,1719062634000
mdxusdt,mdx,usdt,0.0453,0.0381,0.0453,0.039,1676.21,0.0382,0.0446,1719062634000
phausdt,pha,usdt,0.1399,0.131,0.1399,0.1343,144528.91999999998,0.1287,0.1318,1719062634000
runeusdt,rune,usdt,4.24,4.139,4.306,4.199,373.0199999999999,4.131,4.23,1719062634000
nknusdt,nkn,usdt,0.0811,0.0811,0.0816,0.0816,24.6,0.0797,0.0814,1719062634000
axsusdt,axs,usdt,6.091,5.946,6.139,6.091,0,5.909,6.04,1719062634000
alphausdt,alpha,usdt,0.0848,0.0817,0.0853,0.0819,6061.98,0.0796,0.0813,1719062634000
aliceusdt,alice,usdt,1.0309,1.0309,1.16,1.0309,0,1.032,1.3999,1719062634000
klayusdt,klay,usdt,0.1867,0.1602,0.1867,0.1602,104,0.1576,0.1612,1719062634000
xecusdt,xec,usdt,0.00003154,0.00003082,0.00003269,0.00003235,45241663,0.00003222,0.00003282,1719062634000
perpusdt,perp,usdt,0.68706,0.68706,1.015,0.68706,0,0.70076,0.99759,1719062634000
qntusdt,qnt,usdt,76.6,75.8,79.3,75.9,0.863,74.4,76.3,1719062634000
flowusdt,flow,usdt,1,1.0,1.0,1.0,2.06,0.95,1.0,1719062634000
vgxusdt,vgx,usdt,0.075,0.071,0.075,0.071,1000,0.07,0.08,1719062634000
arusdt,ar,usdt,26.284,25.493,27.804,27.804,12.18,27.254,27.585,1719062634000
dodousdt,dodo,usdt,0.14,0.14,0.14,0.14,0,0.136,0.138,1719062634000
minausdt,mina,usdt,0.561,0.561,0.578,0.571,23257.3,0.571,0.995,1719062634000
clvusdt,clv,usdt,0.06,0.06,0.06,0.06,0,0.04733,0.0648,1719062634000
bakeusdt,bake,usdt,0.4576,0.3127,0.4576,0.45,39.4,0.3274,0.4499,1719062634000
alpacausdt,alpaca,usdt,0.146,0.1267,0.147,0.146,300,0.1222,0.1471,1719062634000
gnousdt,gno,usdt,341.1,223.1,341.9,223.1,0.095,223.2,341.9,1719062634000
tlmusdt,tlm,usdt,0.01255,0.01241,0.01284,0.01259,112103,0.01223,0.01249,1719062634000
audiousdt,audio,usdt,0.1896,0.1469,0.1896,0.1896,0,0.1409,0.179,1719062634000
sklusdt,skl,usdt,0.04268,0.04144,0.07297,0.071,5786,0.04469,0.07098,1719062634000
mboxusdt,mbox,usdt,0.264,0.23,0.264,0.231,169.7,0.228,0.262,1719062634000
degousdt,dego,usdt,1.846,1.846,1.846,1.846,0,1.832,1.865,1719062634000
galausdt,gala,usdt,0.03099,0.0275,0.03142,0.02899,32531,0.02726,0.029,1719062634000
maskusdt,mask,usdt,2.501,2.452,2.546,2.452,12,2.456,2.523,1719062634000
ilvusdt,ilv,usdt,72,72.0,72.0,72.0,13.888,60.1,84.43,1719062634000
mlnusdt,mln,usdt,20.8,20.8,20.8,20.8,0,14.9,19.4,1719062634000
dydxusdt,dydx,usdt,1.416,1.414,1.689,1.416,0,1.41,1.639,1719062634000
cfxusdt,cfx,usdt,0.1958,0.1958,0.1958,0.1958,95,0.13,0.1958,1719062634000
stptusdt,stpt,usdt,0.0384,0.0384,0.0384,0.0384,0,0.035,0.05404,1719062634000
radusdt,rad,usdt,1.498,1.498,1.498,1.498,0,1.25,1.962,1719062634000
burgerusdt,burger,usdt,0.684,0.502,0.684,0.502,65.1,0.47,0.545,1719062634000
roseusdt,rose,usdt,0.09238,0.065,0.09319,0.09164,1598.7,0.09096,0.09227,1719062634000
scrtusdt,scrt,usdt,0.301,0.301,0.301,0.301,0,0.294,0.3,1719062634000
sysusdt,sys,usdt,0.1275,0.122,0.1301,0.122,16394,0.118,0.1205,1719062634000
agldusdt,agld,usdt,1.386,1.098,1.386,1.098,9.1,0.93,1.098,1719062634000
keyusdt,key,usdt,0.005351,0.005351,0.005353,0.005353,468,0.005353,0.0065,1719062634000
rareusdt,rare,usdt,0.103,0.103,0.103,0.103,0,0.101,0.1024,1719062634000
sunusdt,sun,usdt,0.0116,0.0116,0.01193,0.01193,2365,0.01172,0.01192,1719062634000
slpusdt,slp,usdt,0.003256,0.003219,0.003256,0.003219,1000,0.003097,0.003153,1719062634000
auctionusdt,auction,usdt,18,18.0,18.29,18.0,1.02,17.0,20.7,1719062634000
atausdt,ata,usdt,0.14,0.0986,0.14,0.0986,114,0.0993,0.135,1719062634000
oceanusdt,ocean,usdt,0.5621,0.562,0.7109,0.5621,0,0.58,0.6899,1719062634000
superusdt,super,usdt,0.7,0.7,0.7,0.7,0,0.6011,0.994,1719062634000
betausdt,beta,usdt,0.045,0.04499,0.05988,0.04499,4594,0.04143,0.04499,1719062634000
waxpusdt,waxp,usdt,0.04,0.04,0.0405,0.04,26458,0.0325,0.0498,1719062634000
qiusdt,qi,usdt,0.01507,0.01432,0.01507,0.01432,30841,0.01407,0.01429,1719062634000
chessusdt,chess,usdt,0.15,0.15,0.15,0.15,0,0.14,0.191,1719062634000
ensusdt,ens,usdt,27.13,25.39,27.14,25.39,10.91,25.64,26.03,1719062634000
nulsusdt,nuls,usdt,0.3842,0.3842,0.3842,0.3842,0,0.3763,0.4019,1719062634000
ctxcusdt,ctxc,usdt,0.2296,0.224,0.2296,0.2253,1178,0.2169,0.2241,1719062634000
ookiusdt,ooki,usdt,0.00171,0.00171,0.00198,0.00198,16775,0.00171,0.00209,1719062634000
ampusdt,amp,usdt,0.00464,0.00464,0.00534,0.00534,12472,0.00554,0.00565,1719062634000
voxelusdt,voxel,usdt,0.17,0.17,0.2051,0.17,0,0.1613,0.1651,1719062634000
powrusdt,powr,usdt,0.2032,0.2032,0.213,0.2032,0,0.2032,0.2994,1719062634000
antusdt,ant,usdt,6.116,6.116,6.116,6.116,0,6.116,8.327,1719062634000
farmusdt,farm,usdt,46,46.0,46.0,46.0,0,44.5,53.6,1719062634000
bttcusdt,bttc,usdt,8.7e-7,0.00000085,0.00000093,0.00000091,1759082796,0.00000089,0.00000091,1719062634000
laziousdt,lazio,usdt,2.1994,2.1994,2.1994,2.1994,0,1.635,2.1932,1719062634000
portousdt,porto,usdt,2.5987,2.5987,2.5987,2.5987,0,2.0247,2.496,1719062634000
santosusdt,santos,usdt,5.248,3.04,5.289,3.04,1.6,3.205,4.899,1719062634000
glmrusdt,glmr,usdt,0.18,0.18,0.2981,0.2,2891.7,0.2112,0.2925,1719062634000
bicousdt,bico,usdt,0.394,0.394,0.396,0.394,0,0.37,0.376,1719062634000
xnousdt,xno,usdt,0.837,0.837,0.837,0.837,0,0.878,0.894,1719062634000
spellusdt,spell,usdt,0.0006136,0.0006136,0.0007887,0.0007516,2661,0.0006161,0.0007512,1719062634000
achusdt,ach,usdt,0.02355,0.02329,0.02357,0.0233,4363,0.02276,0.02312,1719062634000
nmrusdt,nmr,usdt,20,19.9,20.0,19.9,1,19.08,19.9,1719062634000
jasmyusdt,jasmy,usdt,0.029,0.0251,0.0299,0.029,9917.800000000001,0.026,0.0295,1719062634000
kncusdt,knc,usdt,0.585,0.585,0.585,0.585,0,0.54,0.713,1719062634000
idexusdt,idex,usdt,0.044,0.0435,0.0452,0.0435,17717,0.0434,0.0454,1719062634000
fidausdt,fida,usdt,0.4273,0.3012,0.4273,0.3012,36.5,0.3015,0.394,1719062634000
darusdt,dar,usdt,0.125,0.125,0.125,0.125,0,0.10993,0.14266,1719062634000
celousdt,celo,usdt,0.589,0.583,0.596,0.583,40,0.583,0.596,1719062634000
tusdt,t,usdt,0.02347,0.023,0.02359,0.0234,4399,0.02285,0.02337,1719062634000
pyrusdt,pyr,usdt,3.78,3.78,3.78,3.78,0,3.01,5.18,1719062634000
imxusdt,imx,usdt,1.61,1.502,1.874,1.63,14.120000000000001,1.502,1.872,1719062634000
api3usdt,api3,usdt,2.35,2.35,3.462,3.462,0.7,2.755,3.458,1719062634000
alpineusdt,alpine,usdt,1.488,1.26,1.488,1.26,6.65,1.1027,1.4794,1719062634000
astrusdt,astr,usdt,0.0817,0.0401,0.0851,0.0817,0,0.0538,0.075,1719062634000
fluxusdt,flux,usdt,0.699,0.699,0.699,0.699,0,0.6,0.76,1719062634000
apeusdt,ape,usdt,0.7659,0.7659,0.7659,0.7659,0,0.8001,1.0968,1719062634000
kdausdt,kda,usdt,0.581,0.58,0.601,0.598,244.53,0.566,0.581,1719062634000
woousdt,woo,usdt,0.22,0.22,0.2598,0.24,73.80000000000001,0.2124,0.24,1719062634000
acausdt,aca,usdt,0.115,0.105,0.115,0.105,30.68,0.105,0.124,1719062634000
alcxusdt,alcx,usdt,24.33,19.5,24.33,24.3,7.9647,19.5,24.3,1719062634000
multiusdt,multi,usdt,0.16,0.14,0.16,0.16,0,0.14,0.16,1719062634000
highusdt,high,usdt,1.765,1.765,2.247,2.24,227.409,1.82,2.2,1719062634000
rndrusdt,rndr,usdt,7.397,7.39,8.809,7.424,260.25,7.39,7.464,1719062634000
forusdt,for,usdt,0.02041,0.02041,0.02041,0.02041,0,0.018,0.02022,1719062634000
gmtusdt,gmt,usdt,0.1686,0.1653,0.1686,0.16538,13,0.1613,0.1656,1719062634000
linausdt,lina,usdt,0.00624,0.006179,0.006285,0.006259,1635918.6199999999,0.006252,0.006259,1719062634000
lokausdt,loka,usdt,0.2998,0.2998,0.2998,0.2998,0,0.232,0.2997,1719062634000
bswusdt,bsw,usdt,0.0581,0.0581,0.0581,0.0581,0,0.0585,0.0707,1719062634000
bondusdt,bond,usdt,2.3,2.3,3.249,3.23,3.23,2.35,3.229,1719062634000
reiusdt,rei,usdt,0.0511,0.0511,0.05187,0.05187,272.2,0.05274,0.05492,1719062634000
lptusdt,lpt,usdt,12.68,12.68,12.68,12.68,0,15.32,20.98,1719062634000
yggusdt,ygg,usdt,0.6298,0.6298,0.6499,0.6499,526.1999999999999,0.6469,0.656,1719062634000
cityusdt,city,usdt,2.72,2.72,2.72,2.72,0,2.06,2.72,1719062634000
psgusdt,psg,usdt,4.29,4.25,4.29,4.29,0,3.11,4.3,1719062634000
ghstusdt,ghst,usdt,1.757,1.206,1.775,1.743,11.2,1.216,1.733,1719062634000
galusdt,gal,usdt,2.3,2.3,2.3,2.3,0,2.172,2.224,1719062634000
opusdt,op,usdt,1.867,1.811,1.882,1.823,680.9399999999999,1.781,1.823,1719062634000
leverusdt,lever,usdt,0.002667,0.002004,0.002668,0.002667,0,0.002007,0.002596,1719062634000
ldousdt,ldo,usdt,2.358,2.358,2.358,2.358,0,1.964,2.354,1719062634000
polyxusdt,polyx,usdt,0.3459,0.3387,0.3586,0.3526,31,0.338,0.3426,1719062634000
gftusdt,gft,usdt,0.0193,0.0191,0.0203,0.0203,293.2,0.0186,0.0205,1719062634000
blurusdt,blur,usdt,0.2587,0.255,0.2686,0.257,534.316,0.2461,0.257,1719062634000
bnxusdt,bnx,usdt,0.903,0.901,0.903,0.903,0,0.903,1.093,1719062634000
flokiusdt,floki,usdt,0.00016801,0.000168,0.0001744,0.00017,2310974,0.0001697,0.00017,1719062634000
briseusdt,brise,usdt,1.3e-7,0.000000123,0.000000136,0.000000133,4920070730,0.000000123,0.000000133,1719062634000
arbusdt,arb,usdt,0.8131,0.805,0.8261,0.823,3419.1000000000004,0.805,0.823,1719062634000
pepeusdt,pepe,usdt,0.00001104,0.0000109,0.00001174,0.00001138,290818024,0.0000112,0.00001138,1719062634000
idusdt,id,usdt,0.46,0.458,0.46,0.458,12,0.44,0.45,1719062634000
bobusdt,bob,usdt,0.00003697,0.00003512,0.00003726,0.00003641,307480955,0.00003552,0.00003643,1719062634000
lqtyusdt,lqty,usdt,0.947,0.947,0.947,0.947,0,0.841,0.861,1719062634000
combousdt,combo,usdt,0.7147,0.6761,0.7375,0.6761,1324,0.6721,0.6918,1719062634000
pendleusdt,pendle,usdt,5.88,5.88,6.1388,6.1388,2.5,6.1954,6.2713,1719062634000
wldusdt,wld,usdt,3.0867,2.9969,3.1059,3.0277,417.6083,2.9744,3.0217,1719062634000
quickusdt,quick,usdt,0.04591,0.04455,0.04663,0.04455,12500,0.04326,0.04504,1719062634000
bigtimeusdt,bigtime,usdt,0.12244,0.12039,0.1234,0.1234,2226.3826,0.11946,0.12298,1719062634000
memeusdt,meme,usdt,0.019139,0.018734,0.019702,0.018775,5938,0.018557,0.018938,1719062634000
tokenusdt,token,usdt,0.08316,0.08118,0.08516,0.08118,25587,0.08127,0.08265,1719062634000
vicusdt,vic,usdt,0.2866,0.2866,0.38,0.2866,0,0.3,0.38,1719062634000
beamxusdt,beamx,usdt,0.018342,0.018342,0.021485,0.019,3439,0.017001,0.019999,1719062634000
bonkusdt,bonk,usdt,0.00002022,0.00002,0.00002097,0.00002076,19360715,0.00002076,0.00002109,1719062634000
jtousdt,jto,usdt,2.3809,2.3809,2.564,2.47,104.5,2.415,2.462,1719062634000
htxusdt,htx,usdt,0.000001158,0.000001158,0.000001168,0.000001164,378931166,0.000001164,0.000001197,1719062634000
pixelusdt,pixel,usdt,0.2891,0.2776,0.2937,0.2806,2545,0.2759,0.282,1719062634000
tonusdt,ton,usdt,7.1792,7.0107,7.4078,7.2498,453.20000000000005,7.1479,7.2343,1719062634000
suiusdt,sui,usdt,0.906,0.891,0.929,0.904,1529.7,0.888,0.908,1719062634000
seiusdt,sei,usdt,0.3712,0.362,0.3726,0.362,150.8,0.3536,0.3613,1719062634000
pythusdt,pyth,usdt,0.3189,0.3106,0.3274,0.3215,78842.4,0.3122,0.3204,1719062634000
kasusdt,kas,usdt,0.1416,0.14127,0.14785,0.14785,16231.8,0.14786,0.15034,1719062634000
wifusdt,wif,usdt,1.8398,1.7359,1.849,1.8014,7399.299999999999,1.7789,1.8093,1719062634000
metisusdt,metis,usdt,51,50.05,51.0,50.05,1.2550000000000001,48.54,49.81,1719062634000
bomeusdt,bome,usdt,0.008829,0.00877,0.009083,0.008833,273731,0.008695,0.008912,1719062634000
bcutusdt,bcut,usdt,0.06167,0.0608,0.06202,0.06081,17359.8,0.05839,0.06081,1719062634000
ethfiusdt,ethfi,usdt,3.481,3.323,3.556,3.471,7.4,3.358,3.435,1719062634000
nakausdt,naka,usdt,1.228,1.121,1.228,1.121,4.5,1.109,1.143,1719062634000
jupusdt,jup,usdt,0.7796,0.759,0.785,0.785,335.3,0.7788,0.7963,1719062634000
strkusdt,strk,usdt,0.743,0.718,0.744,0.718,56.07,0.7,0.719,1719062634000
tiausdt,tia,usdt,6.55,6.28,6.55,6.33,168.1,6.3,6.34,1719062634000
mntusdt,mnt,usdt,0.8445,0.8105,0.8445,0.8105,77.67999999999999,0.7936,0.8118,1719062634000
wusdt,w,usdt,0.356,0.342,0.356,0.342,53.6,0.339,0.347,1719062634000
enausdt,ena,usdt,0.6079,0.5969,0.6288,0.5977,575.75,0.5908,0.6029,1719062634000
ondousdt,ondo,usdt,1.19191,1.17509,1.21524,1.17863,1692.85,1.1615,1.17785,1719062634000
pdausdt,pda,usdt,0.0972,0.0972,0.0972,0.0972,0,0.0605,0.097,1719062634000
zeususdt,zeus,usdt,0.2325,0.2324,0.2382,0.2325,115.61999999999999,0.2307,0.2388,1719062634000
tnsrusdt,tnsr,usdt,0.6216,0.6216,0.6364,0.6364,6.54,0.615,0.631,1719062634000
eseusdt,ese,usdt,0.0459,0.0443,0.0468,0.0446,3500,0.042,0.0446,1719062634000
omniusdt,omni,usdt,14,14.0,14.169,14.169,1.27,13.675,14.044,1719062634000
openusdt,open,usdt,0.01335,0.01246,0.01357,0.01246,3057,0.01206,0.0123,1719062634000
mewusdt,mew,usdt,0.003778,0.003721,0.003908,0.003838,533304.7400000001,0.003782,0.003866,1719062634000
rezusdt,rez,usdt,0.1033,0.0988,0.1066,0.0998,68.2,0.0966,0.0984,1719062634000
fortusdt,fort,usdt,0.1717,0.1717,0.1717,0.1717,0,0.1705,0.174,1719062634000
bbusdt,bb,usdt,0.4039,0.3848,0.4039,0.3928,230.5,0.389,0.3932,1719062634000
notusdt,not,usdt,0.0149803,0.0142034,0.0152647,0.0146549,220433,0.0145231,0.0147225,1719062634000
iousdt,io,usdt,3.7,3.63,3.821,3.783,781.16,3.721,3.735,1719062634000
neonusdt,neon,usdt,0.6167,0.6023,0.6394,0.6186,1928.9146999999998,0.6166,0.6254,1719062634000
driftusdt,drift,usdt,0.4169,0.41,0.4172,0.41,51.089999999999996,0.38,0.41,1719062634000
zrousdt,zro,usdt,3.174,2.755,3.174,2.755,159.39999999999998,2.755,3.1221,1719062634000
ethwrx,eth,wrx,24699,20625.0,24799.0,24699.0,0,20633.0,24699.0,1719062634000
xrpwrx,xrp,wrx,3.022,3.022,3.35,3.022,0,3.026,3.347,1719062634000
yfiwrx,yfi,wrx,39833,39833.0,39833.0,39833.0,0,33106.0,41100.0,1719062634000
bnbwrx,bnb,wrx,3252.55,3252.55,4000.0,3900.0,0.07300000000000001,3700.03,3900.0,1719062634000
trxwrx,trx,wrx,0.6979,0.6979,0.7912,0.7912,1145,0.7376,0.7912,1719062634000
eoswrx,eos,wrx,6.5,6.5,6.5,6.5,0,4.96,6.89,1719062634000
ltcwrx,ltc,wrx,446.6,446.6,450.1,450.1,0.067,450.1,558.0,1719062634000
linkwrx,link,wrx,97.32,97.32,97.32,97.32,0,78.41,97.32,1719062634000
enjwrx,enj,wrx,1.238,1.238,1.3,1.238,0,1.24,1.416,1719062634000
