symbol,date,predicted_price
audiousdt,2024-06-23,0.1896
sklusdt,2024-06-22,0.04268
sklusdt,2024-06-23,0.04268
mboxusdt,2024-06-22,0.23
mboxusdt,2024-06-23,0.23
degousdt,2024-06-22,1.846
degousdt,2024-06-23,1.846
galausdt,2024-06-22,0.03137
galausdt,2024-06-23,0.03137
maskusdt,2024-06-22,2.501
maskusdt,2024-06-23,2.501
ilvusdt,2024-06-22,72.0
ilvusdt,2024-06-23,72.0
mlnusdt,2024-06-22,20.8
mlnusdt,2024-06-23,20.8
dydxusdt,2024-06-22,1.416
dydxusdt,2024-06-23,1.416
cfxusdt,2024-06-22,0.1958
cfxusdt,2024-06-23,0.1958
stptusdt,2024-06-22,0.0384
stptusdt,2024-06-23,0.0384
radusdt,2024-06-22,1.498
radusdt,2024-06-23,1.498
burgerusdt,2024-06-22,0.684
burgerusdt,2024-06-23,0.684
roseusdt,2024-06-22,0.09238
roseusdt,2024-06-23,0.09238
scrtusdt,2024-06-22,0.301
scrtusdt,2024-06-23,0.301
sysusdt,2024-06-22,0.1298
sysusdt,2024-06-23,0.1298
agldusdt,2024-06-22,1.386
agldusdt,2024-06-23,1.386
keyusdt,2024-06-22,0.005351
keyusdt,2024-06-23,0.005351
rareusdt,2024-06-22,0.103
rareusdt,2024-06-23,0.103
sunusdt,2024-06-22,0.0116
sunusdt,2024-06-23,0.0116
slpusdt,2024-06-22,0.003219
slpusdt,2024-06-23,0.003219
auctionusdt,2024-06-22,18.0
auctionusdt,2024-06-23,18.0
atausdt,2024-06-22,0.1
atausdt,2024-06-23,0.1
oceanusdt,2024-06-22,0.5621
oceanusdt,2024-06-23,0.5621
superusdt,2024-06-22,0.7
superusdt,2024-06-23,0.7
betausdt,2024-06-22,0.05988
betausdt,2024-06-23,0.05988
waxpusdt,2024-06-22,0.04
waxpusdt,2024-06-23,0.04
qiusdt,2024-06-22,0.01507
qiusdt,2024-06-23,0.01507
chessusdt,2024-06-22,0.15
chessusdt,2024-06-23,0.15
ensusdt,2024-06-22,26.22
ensusdt,2024-06-23,26.22
nulsusdt,2024-06-22,0.3842
nulsusdt,2024-06-23,0.3842
ctxcusdt,2024-06-22,0.2296
ctxcusdt,2024-06-23,0.2296
ookiusdt,2024-06-22,0.00171
ookiusdt,2024-06-23,0.00171
ampusdt,2024-06-22,0.00464
ampusdt,2024-06-23,0.00464
voxelusdt,2024-06-22,0.17
voxelusdt,2024-06-23,0.17
powrusdt,2024-06-22,0.2032
powrusdt,2024-06-23,0.2032
antusdt,2024-06-22,6.116
antusdt,2024-06-23,6.116
farmusdt,2024-06-22,46.0
farmusdt,2024-06-23,46.0
bttcusdt,2024-06-22,8.5e-07
bttcusdt,2024-06-23,8.5e-07
laziousdt,2024-06-22,2.1994
laziousdt,2024-06-23,2.1994
portousdt,2024-06-22,2.5987
portousdt,2024-06-23,2.5987
santosusdt,2024-06-22,5.248
santosusdt,2024-06-23,5.248
glmrusdt,2024-06-22,0.18
glmrusdt,2024-06-23,0.18
bicousdt,2024-06-22,0.394
bicousdt,2024-06-23,0.394
xnousdt,2024-06-22,0.837
xnousdt,2024-06-23,0.837
spellusdt,2024-06-22,0.0007516
spellusdt,2024-06-23,0.0007516
achusdt,2024-06-22,0.02357
achusdt,2024-06-23,0.02357
nmrusdt,2024-06-22,19.9
nmrusdt,2024-06-23,19.9
jasmyusdt,2024-06-22,0.026
jasmyusdt,2024-06-23,0.026
kncusdt,2024-06-22,0.585
kncusdt,2024-06-23,0.585
idexusdt,2024-06-22,0.044
idexusdt,2024-06-23,0.044
fidausdt,2024-06-22,0.4273
fidausdt,2024-06-23,0.4273
darusdt,2024-06-22,0.125
darusdt,2024-06-23,0.125
celousdt,2024-06-22,0.589
celousdt,2024-06-23,0.589
tusdt,2024-06-22,0.02347
tusdt,2024-06-23,0.02347
pyrusdt,2024-06-22,3.78
pyrusdt,2024-06-23,3.78
imxusdt,2024-06-22,1.61
imxusdt,2024-06-23,1.61
api3usdt,2024-06-22,2.35
api3usdt,2024-06-23,2.35
alpineusdt,2024-06-22,1.26
alpineusdt,2024-06-23,1.26
astrusdt,2024-06-22,0.0817
astrusdt,2024-06-23,0.0817
fluxusdt,2024-06-22,0.699
fluxusdt,2024-06-23,0.699
apeusdt,2024-06-22,0.7659
apeusdt,2024-06-23,0.7659
kdausdt,2024-06-22,0.58
kdausdt,2024-06-23,0.58
woousdt,2024-06-22,0.22
woousdt,2024-06-23,0.22
acausdt,2024-06-22,0.115
acausdt,2024-06-23,0.115
alcxusdt,2024-06-22,24.3
alcxusdt,2024-06-23,24.3
multiusdt,2024-06-22,0.16
multiusdt,2024-06-23,0.16
highusdt,2024-06-22,2.246
highusdt,2024-06-23,2.246
rndrusdt,2024-06-22,7.505
rndrusdt,2024-06-23,7.505
forusdt,2024-06-22,0.02041
forusdt,2024-06-23,0.02041
gmtusdt,2024-06-22,0.16538
gmtusdt,2024-06-23,0.16538
linausdt,2024-06-22,0.00624
linausdt,2024-06-23,0.00624
lokausdt,2024-06-22,0.2998
lokausdt,2024-06-23,0.2998
bswusdt,2024-06-22,0.0581
bswusdt,2024-06-23,0.0581
bondusdt,2024-06-22,3.249
bondusdt,2024-06-23,3.249
reiusdt,2024-06-22,0.0511
reiusdt,2024-06-23,0.0511
lptusdt,2024-06-22,12.68
lptusdt,2024-06-23,12.68
yggusdt,2024-06-22,0.6298
yggusdt,2024-06-23,0.6298
cityusdt,2024-06-22,2.72
cityusdt,2024-06-23,2.72
psgusdt,2024-06-22,4.29
psgusdt,2024-06-23,4.29
ghstusdt,2024-06-22,1.754
ghstusdt,2024-06-23,1.754
galusdt,2024-06-22,2.3
galusdt,2024-06-23,2.3
opusdt,2024-06-22,1.874
opusdt,2024-06-23,1.874
leverusdt,2024-06-22,0.002667
leverusdt,2024-06-23,0.002667
ldousdt,2024-06-22,2.358
ldousdt,2024-06-23,2.358
polyxusdt,2024-06-22,0.3387
polyxusdt,2024-06-23,0.3387
gftusdt,2024-06-22,0.0193
gftusdt,2024-06-23,0.0193
blurusdt,2024-06-22,0.2598
blurusdt,2024-06-23,0.2598
bnxusdt,2024-06-22,0.903
bnxusdt,2024-06-23,0.903
flokiusdt,2024-06-22,0.000171
flokiusdt,2024-06-23,0.000171
briseusdt,2024-06-22,1.35e-07
briseusdt,2024-06-23,1.35e-07
arbusdt,2024-06-22,0.8081
arbusdt,2024-06-23,0.8081
pepeusdt,2024-06-22,1.099e-05
pepeusdt,2024-06-23,1.099e-05
idusdt,2024-06-22,0.458
idusdt,2024-06-23,0.458
bobusdt,2024-06-22,3.592e-05
bobusdt,2024-06-23,3.592e-05
lqtyusdt,2024-06-22,0.947
lqtyusdt,2024-06-23,0.947
combousdt,2024-06-22,0.7147
combousdt,2024-06-23,0.7147
pendleusdt,2024-06-22,5.88
pendleusdt,2024-06-23,5.88
wldusdt,2024-06-22,3.021
wldusdt,2024-06-23,3.021
quickusdt,2024-06-22,0.04591
quickusdt,2024-06-23,0.04591
bigtimeusdt,2024-06-22,0.12308
bigtimeusdt,2024-06-23,0.12308
memeusdt,2024-06-22,0.019139
memeusdt,2024-06-23,0.019139
tokenusdt,2024-06-22,0.083
tokenusdt,2024-06-23,0.083
vicusdt,2024-06-22,0.2866
vicusdt,2024-06-23,0.2866
beamxusdt,2024-06-22,0.021485
beamxusdt,2024-06-23,0.021485
bonkusdt,2024-06-22,2.074e-05
bonkusdt,2024-06-23,2.074e-05
jtousdt,2024-06-22,2.497
jtousdt,2024-06-23,2.497
htxusdt,2024-06-22,1.168e-06
htxusdt,2024-06-23,1.168e-06
pixelusdt,2024-06-22,0.2776
pixelusdt,2024-06-23,0.2776
tonusdt,2024-06-22,7.1075
tonusdt,2024-06-23,7.1075
suiusdt,2024-06-22,0.891
suiusdt,2024-06-23,0.891
seiusdt,2024-06-22,0.3712
seiusdt,2024-06-23,0.3712
pythusdt,2024-06-22,0.3173
pythusdt,2024-06-23,0.3173
kasusdt,2024-06-22,0.14558
kasusdt,2024-06-23,0.14558
wifusdt,2024-06-22,1.7867
wifusdt,2024-06-23,1.7867
metisusdt,2024-06-22,51.0
metisusdt,2024-06-23,51.0
bomeusdt,2024-06-22,0.008921
bomeusdt,2024-06-23,0.008921
bcutusdt,2024-06-22,0.06121
bcutusdt,2024-06-23,0.06121
ethfiusdt,2024-06-22,3.556
ethfiusdt,2024-06-23,3.556
nakausdt,2024-06-22,1.228
nakausdt,2024-06-23,1.228
jupusdt,2024-06-22,0.759
jupusdt,2024-06-23,0.759
strkusdt,2024-06-22,0.744
strkusdt,2024-06-23,0.744
tiausdt,2024-06-22,6.28
tiausdt,2024-06-23,6.28
mntusdt,2024-06-22,0.8146
mntusdt,2024-06-23,0.8146
wusdt,2024-06-22,0.35
wusdt,2024-06-23,0.35
enausdt,2024-06-22,0.6158
enausdt,2024-06-23,0.6158
ondousdt,2024-06-22,1.20425
ondousdt,2024-06-23,1.20425
pdausdt,2024-06-22,0.0972
pdausdt,2024-06-23,0.0972
zeususdt,2024-06-22,0.2325
zeususdt,2024-06-23,0.2325
tnsrusdt,2024-06-22,0.6364
tnsrusdt,2024-06-23,0.6364
eseusdt,2024-06-22,0.0459
eseusdt,2024-06-23,0.0459
omniusdt,2024-06-22,14.0
omniusdt,2024-06-23,14.0
openusdt,2024-06-22,0.01335
openusdt,2024-06-23,0.01335
mewusdt,2024-06-22,0.003772
mewusdt,2024-06-23,0.003772
rezusdt,2024-06-22,0.1033
rezusdt,2024-06-23,0.1033
fortusdt,2024-06-22,0.1717
fortusdt,2024-06-23,0.1717
bbusdt,2024-06-22,0.4039
bbusdt,2024-06-23,0.4039
notusdt,2024-06-22,0.014719
notusdt,2024-06-23,0.014719
iousdt,2024-06-22,3.73
iousdt,2024-06-23,3.73
neonusdt,2024-06-22,0.6167
neonusdt,2024-06-23,0.6167
driftusdt,2024-06-22,0.4132
driftusdt,2024-06-23,0.4132
zrousdt,2024-06-22,3.0374
zrousdt,2024-06-23,3.0374
ethwrx,2024-06-22,24699.0
ethwrx,2024-06-23,24699.0
xrpwrx,2024-06-22,3.022
xrpwrx,2024-06-23,3.022
yfiwrx,2024-06-22,39833.0
yfiwrx,2024-06-23,39833.0
bnbwrx,2024-06-22,3800.0
bnbwrx,2024-06-23,3800.0
trxwrx,2024-06-22,0.7359
trxwrx,2024-06-23,0.7359
eoswrx,2024-06-22,6.5
eoswrx,2024-06-23,6.5
ltcwrx,2024-06-22,446.6
ltcwrx,2024-06-23,446.6
linkwrx,2024-06-22,97.32
linkwrx,2024-06-23,97.32
enjwrx,2024-06-22,1.238
enjwrx,2024-06-23,1.238
dogewrx,2024-06-22,0.756
dogewrx,2024-06-23,0.756
maticwrx,2024-06-22,3.5022
maticwrx,2024-06-23,3.5022
adawrx,2024-06-22,2.6419
adawrx,2024-06-23,2.6419
batwrx,2024-06-22,1.794
batwrx,2024-06-23,1.794
shibwrx,2024-06-22,0.00012472
shibwrx,2024-06-23,0.00012472
1inchwrx,2024-06-22,2.915
1inchwrx,2024-06-23,2.915
dockwrx,2024-06-22,0.15
dockwrx,2024-06-23,0.15
runewrx,2024-06-22,28.0
runewrx,2024-06-23,28.0
chrwrx,2024-06-22,1.7883
chrwrx,2024-06-23,1.7883
